Orig,ndcg,Bow,ndcg,Vector,ndcg
lyrical,0.567907463,lyrical,0.519780688,lyrical,0.569872436
fades,0.545520238,fades,0.525424821,fades,0.546094883
serviceable,0.591544831,serviceable,0.551142899,serviceable,0.594836103
robot,0.635374441,robot,0.52254213,robot,0.639411333
repeats,0.535638998,repeats,0.519784367,repeats,0.536862368
improves,0.560756401,improves,0.525336168,improves,0.562191662
nightmarish,0.647596336,nightmarish,0.572000958,nightmarish,0.647833325
telephone,0.574297805,telephone,0.511204161,telephone,0.574306882
supremely,0.577994798,supremely,0.528147991,supremely,0.578896924
smartly,0.605655416,smartly,0.528143525,smartly,0.613049631
spared,0.565897309,spared,0.543436587,spared,0.566111673
traumatic,0.645250387,traumatic,0.532392211,traumatic,0.644893869
tearing,0.553407698,tearing,0.524878817,tearing,0.553981209
user,0.569546764,user,0.513810542,user,0.569385699
pans,0.54364908,pans,0.50794086,pans,0.543811468
universally,0.552218354,universally,0.529497303,universally,0.553434812
triumphant,0.591974035,triumphant,0.542268858,triumphant,0.590818167
excruciating,0.542539869,excruciating,0.458322306,excruciating,0.544517995
lucas,0.522051028,lucas,0.429140222,lucas,0.52396982
pounds,0.596823169,pounds,0.490981794,pounds,0.592570357
defending,0.62283598,defending,0.510270354,defending,0.623025507
encouraging,0.64151786,encouraging,0.563732011,encouraging,0.641688881
eliminate,0.596802072,eliminate,0.544180781,eliminate,0.597378666
superman,0.616837846,superman,0.347890924,superman,0.617878238
bread,0.511785979,bread,0.475824394,bread,0.513436625
downward,0.643193156,downward,0.546957232,downward,0.643913685
deepest,0.557789936,deepest,0.530932157,deepest,0.558647222
contributions,0.566936904,contributions,0.543216828,contributions,0.572736647
skull,0.452344809,skull,0.4141099,skull,0.454618603
thumb,0.498343332,thumb,0.483471836,thumb,0.499149301
reckless,0.511336031,reckless,0.463997947,reckless,0.514968416
impressions,0.516189328,impressions,0.499810709,impressions,0.516614124
transparent,0.507554651,transparent,0.489944517,transparent,0.50819763
vapid,0.603698951,vapid,0.526963208,vapid,0.605083207
adulthood,0.682678308,adulthood,0.555569864,adulthood,0.681043089
climate,0.574969353,climate,0.508879258,climate,0.576857217
pin,0.399891922,pin,0.387021331,pin,0.400904516
overused,0.566493491,overused,0.538765554,overused,0.566556452
bliss,0.505519123,bliss,0.482594338,bliss,0.507795825
potter,0.823633198,potter,0.443602967,potter,0.829414849
facility,0.628076263,facility,0.533146106,facility,0.631824397
earning,0.552248305,earning,0.527033503,earning,0.552589466
artistically,0.603079463,artistically,0.544612584,artistically,0.608280319
recommending,0.532558901,recommending,0.50979471,recommending,0.532726301
gangsters,0.794592016,gangsters,0.644711333,gangsters,0.794628315
edged,0.560419712,edged,0.533518006,edged,0.56099959
morgan,0.55348326,morgan,0.475637741,morgan,0.555673548
leadership,0.707019861,leadership,0.56724549,leadership,0.707400586
papers,0.525160449,papers,0.461552149,papers,0.526561592
sleeps,0.547928603,sleeps,0.50860815,sleeps,0.549872741
episodic,0.628320233,episodic,0.540687716,episodic,0.62924853
ordeal,0.594779483,ordeal,0.528072977,ordeal,0.598728997
tragedies,0.640550303,tragedies,0.571076074,tragedies,0.641220941
hallmark,0.506181771,hallmark,0.459987118,hallmark,0.506636476
thereof,0.534191395,thereof,0.513243723,thereof,0.533223442
deaf,0.449277381,deaf,0.382221358,deaf,0.452533881
opposing,0.470190064,opposing,0.442605738,opposing,0.470096915
separation,0.525002448,separation,0.477600738,separation,0.523481005
glamour,0.699036046,glamour,0.57593871,glamour,0.698189717
aids,0.634406747,aids,0.389078151,aids,0.641959484
slapped,0.541446881,slapped,0.517971324,slapped,0.542562784
nazis,0.856155565,nazis,0.628797565,nazis,0.862311201
del,0.591329816,del,0.413397642,del,0.591390931
lab,0.732032798,lab,0.580626322,lab,0.73578724
lion,0.634346739,lion,0.524164803,lion,0.638494346
continuously,0.539588759,continuously,0.513147136,continuously,0.543844343
dreck,0.561939817,dreck,0.524099102,dreck,0.561885356
soundtracks,0.601107222,soundtracks,0.533318425,soundtracks,0.603152272
skips,0.564328267,skips,0.529818559,skips,0.564582887
pompous,0.574982608,pompous,0.528653431,pompous,0.57584986
buttons,0.444425035,buttons,0.421353646,buttons,0.445162328
helen,0.527222081,helen,0.459104262,helen,0.52894626
monty,0.756599498,monty,0.531319867,monty,0.761036304
friendships,0.662856191,friendships,0.534711489,friendships,0.663080453
executives,0.65555835,executives,0.51606596,executives,0.64881143
adjust,0.554744249,adjust,0.520955642,adjust,0.55732394
placement,0.514317568,placement,0.471110864,placement,0.514935728
whiny,0.576638342,whiny,0.512040216,whiny,0.565747944
magnetic,0.497643186,magnetic,0.437807974,magnetic,0.49860771
goodies,0.58942833,goodies,0.541010507,goodies,0.589721462
soaked,0.586679996,soaked,0.544092838,soaked,0.585756924
pacific,0.689033587,pacific,0.506403927,pacific,0.689824239
woefully,0.545724565,woefully,0.523784094,woefully,0.546033693
celebrates,0.620303637,celebrates,0.545102951,celebrates,0.621707207
clubs,0.653461183,clubs,0.568289115,clubs,0.655683062
accomplishes,0.513598596,accomplishes,0.500103921,accomplishes,0.514414152
refusal,0.568858217,refusal,0.550079333,refusal,0.570264948
terminator,0.6983396,terminator,0.504012722,terminator,0.695602562
blamed,0.550352539,blamed,0.52944789,blamed,0.552723862
experiments,0.706141262,experiments,0.578543963,experiments,0.710207328
heartbreak,0.575767163,heartbreak,0.520317812,heartbreak,0.574732116
thieves,0.65893932,thieves,0.540959419,thieves,0.660620867
heritage,0.662590891,heritage,0.530223382,heritage,0.663563731
shenanigans,0.595896716,shenanigans,0.567263192,shenanigans,0.595977982
shamelessly,0.611475097,shamelessly,0.532122144,shamelessly,0.623812082
grating,0.54412267,grating,0.513265713,grating,0.545158301
struggled,0.562948355,struggled,0.533424315,struggled,0.562692771
descriptions,0.555619907,descriptions,0.518492893,descriptions,0.555140827
liberty,0.506079018,liberty,0.433686696,liberty,0.507202883
traveled,0.609367974,traveled,0.545181543,traveled,0.618150164
circuit,0.48513425,circuit,0.446013974,circuit,0.48748641
opposition,0.601224318,opposition,0.560786371,opposition,0.602126123
spouse,0.658864469,spouse,0.531860553,spouse,0.660315184
smarmy,0.577976608,smarmy,0.549419194,smarmy,0.578424283
candle,0.505911373,candle,0.486987295,candle,0.505484037
diverting,0.654176407,diverting,0.560416801,diverting,0.647248962
ace,0.471498288,ace,0.387278754,ace,0.465766766
hunted,0.618705677,hunted,0.514558915,hunted,0.612915245
mickey,0.579751193,mickey,0.44044543,mickey,0.587169784
evolve,0.579781423,evolve,0.527086347,evolve,0.594130097
stimulating,0.576392076,stimulating,0.528177077,stimulating,0.577130508
purple,0.524885479,purple,0.439173861,purple,0.527182583
smack,0.576540697,smack,0.526355307,smack,0.576644729
bumps,0.571068869,bumps,0.521476284,bumps,0.569213222
scariest,0.785942144,scariest,0.680803045,scariest,0.786614331
disconnected,0.594219297,disconnected,0.535657762,disconnected,0.594927016
cow,0.541246465,cow,0.457819821,cow,0.550997148
laser,0.539376198,laser,0.476686877,laser,0.540101736
engagement,0.568340288,engagement,0.503162017,engagement,0.57059523
responses,0.581067807,responses,0.542662037,responses,0.58107584
pizza,0.462894277,pizza,0.434269462,pizza,0.463302005
twisting,0.578102453,twisting,0.543466498,twisting,0.579794264
enthusiasts,0.588773782,enthusiasts,0.540167665,enthusiasts,0.588357623
headache,0.619133794,headache,0.535467597,headache,0.619754307
induced,0.610095211,induced,0.542319318,induced,0.609943768
mocking,0.617749972,mocking,0.554241433,mocking,0.618260763
flew,0.650774739,flew,0.515882267,flew,0.650635671
spontaneous,0.558824049,spontaneous,0.510597439,spontaneous,0.560023899
phantom,0.682064131,phantom,0.428632513,phantom,0.687429492
dish,0.536159021,dish,0.453097222,dish,0.538373426
chocolate,0.50495927,chocolate,0.395001747,chocolate,0.507517276
footsteps,0.513549636,footsteps,0.493276514,footsteps,0.514636267
monstrous,0.622268502,monstrous,0.557992947,monstrous,0.62365452
violently,0.587743293,violently,0.53600154,violently,0.587867523
clouds,0.521319624,clouds,0.482739583,clouds,0.521793654
picky,0.541060249,picky,0.500161352,picky,0.545402721
employers,0.776359418,employers,0.565133462,employers,0.777359806
rocket,0.608170295,rocket,0.485282443,rocket,0.612328174
ally,0.453672695,ally,0.433925918,ally,0.455660593
permanently,0.519383951,permanently,0.505631564,permanently,0.520278283
duh,0.53376533,duh,0.509678948,duh,0.534608674
paycheck,0.567205238,paycheck,0.520535815,paycheck,0.567643645
reception,0.539820172,reception,0.493184602,reception,0.539887626
surpassed,0.549998834,surpassed,0.514852814,surpassed,0.550630655
ceremony,0.581682962,ceremony,0.479792487,ceremony,0.581321069
strains,0.539898336,strains,0.529693172,strains,0.540424328
accompanies,0.534850604,accompanies,0.512379525,accompanies,0.536823647
naughty,0.618382186,naughty,0.535405168,naughty,0.615554838
inaccurate,0.640563401,inaccurate,0.602271373,inaccurate,0.641989363
runaway,0.519105131,runaway,0.462388336,runaway,0.520313637
switching,0.534652919,switching,0.499250446,switching,0.53964483
burnt,0.517392956,burnt,0.48571596,burnt,0.516528962
amiable,0.651756679,amiable,0.5757486,amiable,0.647676545
envy,0.490018764,envy,0.456225502,envy,0.490994067
handedly,0.532363387,handedly,0.511763292,handedly,0.532999637
sans,0.528423075,sans,0.505491289,sans,0.529285377
marginally,0.527874682,marginally,0.511422666,marginally,0.528681601
stairs,0.552621638,stairs,0.47567262,stairs,0.565009793
spades,0.500655483,spades,0.471612876,spades,0.502174103
blair,0.703118304,blair,0.51224374,blair,0.704376769
progressive,0.56216138,progressive,0.511682667,progressive,0.563261707
spit,0.542235893,spit,0.463716936,spit,0.545864805
moviemaking,0.582427225,moviemaking,0.535091671,moviemaking,0.578060111
disorder,0.648415242,disorder,0.465925131,disorder,0.653446006
gig,0.56925819,gig,0.507846796,gig,0.570721364
macabre,0.63276727,macabre,0.548434005,macabre,0.634128023
screwball,0.834263492,screwball,0.597333555,screwball,0.835632799
concentration,0.705381694,concentration,0.514541916,concentration,0.709810528
phil,0.548949867,phil,0.46637834,phil,0.549413034
clone,0.520114466,clone,0.465362401,clone,0.522229196
inherently,0.551253342,inherently,0.521947207,inherently,0.552890037
articulate,0.569427296,articulate,0.535434147,articulate,0.569131923
attorney,0.832493891,attorney,0.583977711,attorney,0.83248954
promoting,0.569001948,promoting,0.534483311,promoting,0.567307677
awakening,0.595155434,awakening,0.491344635,awakening,0.577087453
frankenstein,0.818854047,frankenstein,0.500366035,frankenstein,0.827235831
searches,0.546398059,searches,0.510617677,searches,0.546312329
cabin,0.66917068,cabin,0.480621454,cabin,0.653521024
novelist,0.634757481,novelist,0.537638452,novelist,0.636641672
luminous,0.619468751,luminous,0.588312909,luminous,0.620198703
cheerful,0.583984091,cheerful,0.544163774,cheerful,0.585375886
lifts,0.542375306,lifts,0.50902808,lifts,0.542341318
scheduled,0.578326504,scheduled,0.532132169,scheduled,0.578807379
management,0.574863172,management,0.452798555,management,0.571179619
canon,0.572224667,canon,0.520654323,canon,0.573721292
resonates,0.577840403,resonates,0.534397219,resonates,0.584460487
lap,0.539438633,lap,0.507526582,lap,0.543206163
muddy,0.51767725,muddy,0.471672914,muddy,0.517256979
meanings,0.577054281,meanings,0.54202208,meanings,0.578573453
shore,0.500981075,shore,0.387503777,shore,0.504408139
distributed,0.549025899,distributed,0.508652329,distributed,0.54817919
awaited,0.625177209,awaited,0.526516293,awaited,0.625372069
playboy,0.595176532,playboy,0.504905772,playboy,0.590741303
tho,0.523401995,tho,0.509518024,tho,0.523833354
unrelenting,0.59009789,unrelenting,0.533923024,unrelenting,0.591053869
machinations,0.614700311,machinations,0.546757516,machinations,0.615640682
stance,0.570530384,stance,0.53002662,stance,0.571724073
financially,0.572477175,financially,0.520761648,financially,0.573322565
bump,0.584705439,bump,0.537562034,bump,0.585219213
testing,0.528994613,testing,0.486947597,testing,0.531316053
irreverent,0.727196602,irreverent,0.600486179,irreverent,0.730362013
freeze,0.498621232,freeze,0.471700706,freeze,0.502982952
commenting,0.572304776,commenting,0.517931396,commenting,0.573183181
consisting,0.534551509,consisting,0.521002718,consisting,0.535781289
temper,0.593391637,temper,0.540754907,temper,0.593464582
austin,0.557215335,austin,0.452723668,austin,0.539948805
warriors,0.642982159,warriors,0.498397588,warriors,0.643091252
grandeur,0.654020087,grandeur,0.572359045,grandeur,0.655741591
switched,0.530282037,switched,0.511192471,switched,0.531579554
scandal,0.649235583,scandal,0.50579052,scandal,0.650339405
prop,0.525759235,prop,0.504210777,prop,0.523949856
regrets,0.58904516,regrets,0.521329927,regrets,0.589929552
favour,0.549792389,favour,0.511557649,favour,0.550297544
insisted,0.54464214,insisted,0.523301467,insisted,0.547546445
appreciates,0.548411763,appreciates,0.518217913,appreciates,0.547741024
dashing,0.681575747,dashing,0.595013934,dashing,0.689618888
duck,0.603513232,duck,0.434740684,duck,0.608826468
noticing,0.523254913,noticing,0.502218894,noticing,0.522470108
weave,0.568575309,weave,0.507574621,weave,0.569591734
denial,0.596149425,denial,0.537630604,denial,0.598931521
terrorist,0.75352115,terrorist,0.555180247,terrorist,0.755553814
murphy,0.769628331,murphy,0.443107354,murphy,0.761908368
junkie,0.663286502,junkie,0.48598945,junkie,0.66452608
rope,0.54848843,rope,0.478500343,rope,0.547373158
rom,0.760211137,rom,0.557878714,rom,0.763329733
countrys,0.60245702,countrys,0.542005266,countrys,0.608000882
technicolor,0.773959352,technicolor,0.619991252,technicolor,0.772737352
twentieth,0.553077252,twentieth,0.515525819,twentieth,0.554109061
sang,0.643210587,sang,0.574352524,sang,0.643464608
imposed,0.565200883,imposed,0.531594164,imposed,0.565299788
wipe,0.577665491,wipe,0.537143949,wipe,0.57098809
homeless,0.581303252,homeless,0.424405289,homeless,0.582309157
worldly,0.581754832,worldly,0.539639783,worldly,0.577616085
prominently,0.51364207,prominently,0.498600216,prominently,0.514046864
gosh,0.539494113,gosh,0.515702496,gosh,0.540455633
finishes,0.519540654,finishes,0.498810073,finishes,0.51970415
elegance,0.625628112,elegance,0.54581883,elegance,0.626821249
accolades,0.606137911,accolades,0.543125142,accolades,0.607648622
scheming,0.665612512,scheming,0.558552945,scheming,0.668091708
tin,0.471549737,tin,0.431001736,tin,0.465691738
shadowy,0.608069913,shadowy,0.560189753,shadowy,0.609653783
scripting,0.54131748,scripting,0.528137567,scripting,0.543099568
everyman,0.621244217,everyman,0.540929039,everyman,0.621836729
slows,0.558150408,slows,0.535294866,slows,0.558490007
literate,0.595604846,literate,0.544175223,literate,0.597620089
shark,0.680945945,shark,0.366156836,shark,0.679167704
abstract,0.635385952,abstract,0.533852973,abstract,0.636198711
oppressive,0.626591784,oppressive,0.543110907,oppressive,0.62670723
giddy,0.599775572,giddy,0.538970109,giddy,0.600604828
revolving,0.539557949,revolving,0.520085697,revolving,0.539617725
norman,0.552414018,norman,0.414916594,norman,0.523036918
purposely,0.544754434,purposely,0.507211088,purposely,0.545034025
bravery,0.642542989,bravery,0.601796795,bravery,0.643426461
rogers,0.713764068,rogers,0.490103554,rogers,0.717207115
dangerously,0.494811855,dangerously,0.470299478,dangerously,0.49609378
talky,0.505232272,talky,0.478733532,talky,0.505529784
exchanges,0.559979057,exchanges,0.512256054,exchanges,0.562181502
evenings,0.529723644,evenings,0.502721452,evenings,0.52980061
marital,0.715445236,marital,0.54589416,marital,0.715429202
gangs,0.718267005,gangs,0.506486023,gangs,0.718749683
enforcement,0.692128066,enforcement,0.602351407,enforcement,0.691350559
magically,0.587992806,magically,0.554989125,magically,0.59005513
conflicting,0.557249925,conflicting,0.526451415,conflicting,0.556037929
sprinkled,0.530871469,sprinkled,0.520016248,sprinkled,0.530890325
bells,0.473414383,bells,0.437244837,bells,0.475618622
pursues,0.609305165,pursues,0.541700837,pursues,0.611355958
maudlin,0.670225444,maudlin,0.554855445,maudlin,0.672158112
honors,0.497301195,honors,0.47385324,honors,0.497522313
brush,0.561318221,brush,0.516476243,brush,0.561888986
cleverness,0.616827031,cleverness,0.549852356,cleverness,0.617463728
screenplays,0.560052326,screenplays,0.533250295,screenplays,0.561372434
