,acc,f1,kappa,prec,recall
mexican,0.838460438,0.445753559,0.372249488,0.308843537,0.800705467
mercy,0.776219774,0.352112676,0.26028054,0.23010287,0.749559083
duration,0.780726856,0.351322751,0.260080479,0.231133389,0.731922399
examines,0.782372299,0.363065327,0.27319233,0.237990667,0.765225066
aired,0.823079124,0.41880141,0.340337489,0.285393978,0.786407767
characteristics,0.775432823,0.358733401,0.267467665,0.233386497,0.774933804
racing,0.801330662,0.384666519,0.299632608,0.256804734,0.766107679
substitute,0.74853341,0.3228665,0.224600986,0.206505668,0.739629303
sanity,0.800257548,0.383119753,0.297835792,0.255450796,0.76590106
economy,0.791243382,0.374088374,0.286596193,0.247025496,0.770318021
tickets,0.778437545,0.358400663,0.267593354,0.234100135,0.764134276
bow,0.754113607,0.324090462,0.226725953,0.208449279,0.727915194
shattered,0.77951066,0.351976451,0.260738429,0.230960265,0.739399293
shouting,0.766847904,0.335033667,0.240421874,0.217829663,0.725265018
addresses,0.781299184,0.368518901,0.27905325,0.240496091,0.787985866
enhances,0.791744169,0.366209449,0.278161736,0.242923166,0.743589744
barbara,0.766776363,0.342741935,0.248911837,0.221990076,0.751547303
restore,0.77593361,0.352625052,0.260991693,0.230105206,0.754199823
scratching,0.791243382,0.369490061,0.28165154,0.244495282,0.75596817
accomplishment,0.78101302,0.360025089,0.269801787,0.235761227,0.76127321
catchy,0.800114466,0.385934066,0.300926383,0.256800234,0.776304156
britain,0.868293032,0.503907303,0.441053641,0.362262689,0.827433628
targeted,0.771140363,0.344601516,0.251613348,0.224206878,0.744247788
swearing,0.790742596,0.379112715,0.292172933,0.249302066,0.790965456
compensate,0.747174131,0.312183729,0.212985586,0.200049888,0.710363153
murdering,0.817928173,0.418019666,0.338783397,0.281750925,0.809565988
shockingly,0.772785806,0.347039474,0.254573786,0.225970549,0.747564216
virtual,0.773286593,0.339929181,0.246879635,0.222222222,0.722763508
retains,0.76727715,0.346655955,0.253464543,0.224097637,0.765070922
despicable,0.790027186,0.372729216,0.285171701,0.24556463,0.773049645
salt,0.748032623,0.311840563,0.212789914,0.2,0.707446809
identified,0.76155387,0.334331935,0.239204902,0.215777262,0.742021277
assistance,0.76799256,0.343920696,0.250633778,0.222746331,0.754214729
adapt,0.78387466,0.362254592,0.272902354,0.23767313,0.761313221
courageous,0.799399056,0.389638659,0.305069259,0.258148255,0.794143744
lightning,0.761053083,0.330929487,0.235480239,0.213712807,0.732919255
experimental,0.813278008,0.4,0.318587728,0.269934843,0.771960958
slips,0.758692231,0.328756219,0.232787344,0.21190354,0.732919255
distinguished,0.747174131,0.325829836,0.228121751,0.207533414,0.757763975
colleagues,0.768851052,0.349506745,0.256929678,0.225982817,0.770870337
til,0.77092574,0.3473298,0.254829471,0.225396825,0.756660746
alex,0.713478323,0.284182306,0.178461201,0.177892146,0.706039076
marketed,0.778938332,0.351657574,0.260751101,0.23015655,0.744888889
betrayed,0.785019316,0.366968612,0.278334094,0.240474876,0.774222222
wire,0.770639576,0.345981232,0.253381457,0.224516812,0.753777778
distress,0.78387466,0.357370772,0.267704031,0.234899329,0.746666667
distribution,0.734296752,0.310178306,0.209524956,0.196055412,0.742222222
participate,0.766490199,0.346938776,0.25393727,0.22379969,0.771352313
knack,0.767062527,0.345659164,0.252611961,0.223260644,0.765124555
inspires,0.78459007,0.363559501,0.274616416,0.238425284,0.765124555
blooded,0.78959794,0.367934666,0.280128536,0.242561632,0.761565836
graduate,0.779224496,0.355202674,0.264723744,0.232113599,0.756227758
inexplicable,0.768421806,0.338172153,0.24460502,0.219538094,0.735765125
matrix,0.840606668,0.447968285,0.375549345,0.31033299,0.804986643
fluid,0.774717413,0.350319785,0.258818802,0.227980666,0.756010686
developments,0.767777937,0.343977365,0.250933721,0.22248366,0.75779163
estranged,0.77013879,0.352087114,0.260125336,0.227580813,0.777382012
capital,0.762412362,0.332193847,0.237319293,0.214545455,0.735529831
famed,0.764701674,0.343119633,0.24958613,0.221163749,0.764915405
detached,0.792101874,0.375053763,0.288436845,0.247095494,0.777876896
influential,0.793675776,0.377911993,0.291844974,0.249146758,0.782142857
righteous,0.798469023,0.38345371,0.29860668,0.253986663,0.782142857
survivor,0.807840893,0.396133094,0.313865073,0.264723558,0.786607143
incomprehensible,0.788310202,0.365973859,0.278043833,0.240766845,0.7625
fulfilling,0.78022607,0.354621849,0.264488175,0.231868132,0.753571429
periods,0.782086135,0.354113656,0.264266998,0.232137893,0.746201966
cents,0.759836887,0.329002598,0.233760664,0.211894954,0.735478105
resonance,0.769709544,0.350877193,0.259009019,0.2265625,0.777479893
grin,0.761696952,0.340526628,0.246627651,0.21871821,0.768543342
circa,0.761482329,0.33638535,0.242130477,0.216333845,0.755813953
dancer,0.843969094,0.446867867,0.375268005,0.311858407,0.788014311
horrified,0.779224496,0.358153078,0.268326231,0.233333333,0.770125224
awry,0.767348691,0.3472501,0.254860887,0.223803364,0.774395703
collaboration,0.758262985,0.335757814,0.241101249,0.21511335,0.764547896
titular,0.743811704,0.318294308,0.220161059,0.20212766,0.748433303
shady,0.797467449,0.381742739,0.296767257,0.252455228,0.782452999
dealer,0.818929747,0.407953216,0.328697126,0.276124129,0.780662489
varying,0.746172557,0.31558642,0.217468291,0.201131055,0.732318711
ideals,0.813707254,0.405750799,0.325473662,0.272198408,0.796594982
motions,0.771498068,0.348694943,0.257059689,0.225712777,0.766129032
rewards,0.767634855,0.343042071,0.250360087,0.221525601,0.759856631
depend,0.757046788,0.326724822,0.231113885,0.209775967,0.738351254
nemesis,0.800758335,0.385616589,0.301545531,0.255779924,0.783154122
penchant,0.746959508,0.319153032,0.221626577,0.203186275,0.743497758
youngsters,0.800257548,0.378727192,0.294045027,0.25184966,0.7632287
japan,0.847045357,0.457360406,0.38731433,0.318825195,0.808797127
wakes,0.785090857,0.368907563,0.28114227,0.240811849,0.788150808
spectrum,0.774216626,0.341127349,0.249429908,0.222131593,0.73471223
divine,0.79253112,0.369565217,0.283071574,0.243692661,0.764388489
seasons,0.8026184,0.384289221,0.300628032,0.25556545,0.774280576
flimsy,0.754185148,0.322555205,0.226463349,0.206565657,0.735611511
wizard,0.810630992,0.395800046,0.314459595,0.265137615,0.780378038
stakes,0.795035055,0.376767457,0.2914013,0.248351018,0.78018018
sites,0.773143511,0.338410182,0.246446507,0.220200923,0.730630631
yawn,0.78459007,0.355935829,0.267183189,0.233380084,0.74954955
suitably,0.766704822,0.339209726,0.246448822,0.218823529,0.754054054
thief,0.806624696,0.392447741,0.310229847,0.261455526,0.786486486
principals,0.750393475,0.320545278,0.223932931,0.20447205,0.741441441
protecting,0.792888825,0.368593239,0.282189347,0.243165468,0.761261261
landmark,0.796465875,0.3775979,0.292580154,0.249277874,0.778178539
implications,0.799613679,0.378522299,0.294069451,0.251030018,0.769161407
northern,0.794391186,0.376031264,0.290563636,0.247640835,0.780883679
prisoners,0.826226928,0.419871029,0.343263129,0.285575049,0.792605951
deadpan,0.800472171,0.389581965,0.306214485,0.257225434,0.802524797
insipid,0.761696952,0.330721318,0.236575404,0.212771458,0.742110009
freaks,0.786664759,0.362548097,0.274748742,0.237601569,0.76465284
discussions,0.783230791,0.35777872,0.26905723,0.233859795,0.761045987
standpoint,0.787666333,0.360620422,0.272858745,0.236842105,0.755415162
expanded,0.773501216,0.348291478,0.25748249,0.225539856,0.764227642
caricatures,0.768421806,0.342741117,0.250739585,0.221058146,0.762420958
westerns,0.88403205,0.528642047,0.471923398,0.389794168,0.821138211
disguise,0.765417084,0.333942718,0.240722126,0.215408805,0.742547425
invest,0.778366004,0.346413502,0.256168955,0.225921849,0.742314647
fundamental,0.774645872,0.345930233,0.25512499,0.224528302,0.753164557
fools,0.748104164,0.318823757,0.222056499,0.202805809,0.745027125
tolerance,0.774717413,0.348168081,0.257578116,0.225771812,0.76039783
posters,0.758692231,0.324994997,0.230129161,0.208686713,0.734177215
participants,0.774932036,0.346760797,0.256070863,0.225067385,0.754972875
necessity,0.774860495,0.347501555,0.256935399,0.225389995,0.758371041
exploit,0.75790528,0.322929172,0.227837097,0.207295145,0.730316742
ripping,0.783016168,0.361339229,0.273160934,0.235455543,0.776470588
knight,0.786879382,0.365765382,0.278532601,0.239142539,0.777375566
scan,0.807697811,0.395411606,0.313951315,0.263016158,0.796195652
tools,0.773572757,0.340762341,0.249468686,0.221260481,0.740942029
kate,0.763342395,0.333601934,0.240285048,0.214507772,0.75
mansion,0.798898269,0.382061992,0.298154371,0.252176436,0.787851315
ambiguity,0.804621548,0.39243604,0.310297191,0.260023585,0.799637353
threaten,0.75432823,0.322415154,0.226967612,0.206052963,0.740707162
backwards,0.760695378,0.323285454,0.228794467,0.208018745,0.725045372
shifting,0.767348691,0.333879558,0.241247645,0.215608466,0.739564428
cons,0.789955645,0.360348584,0.273271805,0.237098624,0.750453721
superstar,0.790241809,0.372162741,0.286229646,0.24348557,0.78928247
transported,0.788310202,0.356878939,0.269316606,0.234571429,0.74568574
suburban,0.800186007,0.380022198,0.296253167,0.25146886,0.777475023
contributed,0.759193018,0.330815109,0.236916691,0.211758717,0.755676658
whimsical,0.811918729,0.397156615,0.316743659,0.265562711,0.787272727
skipped,0.781799971,0.348568988,0.259390268,0.227805695,0.741818182
peek,0.754256689,0.320743524,0.225412071,0.204901465,0.737943585
sharply,0.783588496,0.361140444,0.27340411,0.235148515,0.777979982
unlikable,0.790957218,0.36505867,0.278725711,0.239794462,0.76433121
abundance,0.760337673,0.328118732,0.234247298,0.210445073,0.744313012
dragging,0.770353413,0.333194848,0.241170892,0.215823466,0.730418944
rampant,0.767921019,0.335790336,0.243682542,0.216587427,0.746812386
slim,0.737373015,0.301427212,0.202289234,0.190522011,0.721311475
intimacy,0.798039777,0.377782676,0.293729898,0.249127907,0.781221513
resistance,0.776863643,0.347079757,0.257271974,0.225271739,0.755697356
voiced,0.808270139,0.388127854,0.30654335,0.258909534,0.774840474
tuned,0.784017742,0.35587796,0.267856794,0.232311978,0.760255242
gauge,0.876448705,0.525679758,0.467253418,0.376179245,0.872379216
horses,0.821505222,0.405527758,0.327569583,0.274516129,0.775752051
paradise,0.780941479,0.35455312,0.266046858,0.230537281,0.767335766
overshadowed,0.761696952,0.335262423,0.242517544,0.214504597,0.767123288
hesitant,0.785233939,0.360187553,0.272848971,0.234917987,0.771689498
posing,0.76226928,0.326100183,0.232562724,0.209593326,0.734246575
nuclear,0.831163257,0.423828125,0.349161551,0.289140573,0.793418647
cohesive,0.791458005,0.360043908,0.273654894,0.236925744,0.749542962
adequately,0.786092431,0.346590909,0.258240596,0.227742677,0.724862888
closure,0.807912434,0.39184598,0.310682692,0.260463716,0.790676417
anguish,0.803763056,0.385666293,0.303335296,0.255413824,0.78702011
runtime,0.784375447,0.356258009,0.26857465,0.232376707,0.763037511
stable,0.754399771,0.320601623,0.22570333,0.204545455,0.741079597
unclear,0.776505938,0.339255499,0.248953138,0.220632737,0.733760293
gothic,0.846759193,0.454684318,0.385302054,0.314991182,0.817017383
acclaim,0.777722135,0.352303523,0.26334897,0.228131749,0.773101555
grit,0.786163972,0.363907214,0.277157267,0.237104825,0.782250686
expresses,0.773000429,0.344827586,0.254559342,0.222666667,0.763952425
gripe,0.795607383,0.369454866,0.284618199,0.243384705,0.766483516
fifties,0.791672628,0.36969697,0.28430385,0.242063492,0.782051282
staging,0.771998855,0.33673257,0.24565554,0.217883113,0.740842491
grabbed,0.761983116,0.325562538,0.23214706,0.209060141,0.735347985
shocks,0.823436829,0.406445406,0.329156637,0.275603392,0.773809524
jealousy,0.800257548,0.37927968,0.295985557,0.250440399,0.781135531
aunt,0.783302332,0.35180826,0.263641371,0.22954482,0.752747253
muted,0.782658463,0.352514919,0.264384531,0.229658428,0.758020165
brow,0.788667907,0.357826087,0.271019846,0.234539755,0.754353804
breakfast,0.752825869,0.31786772,0.222660755,0.202566683,0.737855179
forgets,0.746315639,0.30823254,0.211395053,0.195738355,0.724770642
instincts,0.752110459,0.320987654,0.226067575,0.204086718,0.751376147
blunt,0.749320361,0.31961165,0.224230398,0.20270936,0.755045872
ethnic,0.815138074,0.403508772,0.32468804,0.269586675,0.801834862
pray,0.792316497,0.362958086,0.277193428,0.238534756,0.758715596
encouraged,0.771498068,0.339809839,0.249082683,0.219316969,0.75412844
incapable,0.76799256,0.334222952,0.242591058,0.215230037,0.747474747
combo,0.793461153,0.365912585,0.280633333,0.240473441,0.764921947
barry,0.733867506,0.301277235,0.202421558,0.189374262,0.736455464
tap,0.780440693,0.352941176,0.264736614,0.229001368,0.769301471
flame,0.744026327,0.305781917,0.208587908,0.193802263,0.724264706
ensue,0.765631707,0.337646583,0.246101543,0.216433385,0.767463235
priced,0.781299184,0.350265675,0.261938281,0.227813105,0.757352941
wander,0.756045214,0.320175439,0.225866003,0.204377704,0.738730451
framing,0.751824295,0.31402017,0.218613695,0.2,0.730450782
finishing,0.774145085,0.340229885,0.250158546,0.220059476,0.749539595
fires,0.771140363,0.337818257,0.247197785,0.217832355,0.752073733
virtues,0.775647446,0.347753744,0.258633531,0.224550094,0.770506912
youtube,0.802332236,0.375875311,0.293020346,0.248952723,0.766820276
stuffed,0.753469738,0.32325216,0.22907199,0.205390567,0.758525346
decline,0.756760624,0.325664419,0.232178192,0.207427994,0.757380074
arrest,0.80333381,0.382108339,0.299989787,0.252600297,0.784132841
thankful,0.762340821,0.327802509,0.235270184,0.209898938,0.747922438
laying,0.757404493,0.312030838,0.217407179,0.199947998,0.710064635
mannered,0.759908428,0.333862644,0.241606247,0.212642225,0.77654663
programs,0.809271713,0.387126437,0.306407027,0.257728803,0.777469991
vignettes,0.792888825,0.370241462,0.285622335,0.242174161,0.78578024
conveniently,0.772285019,0.334796238,0.244184685,0.21636953,0.739612188
grandfather,0.768135642,0.332440783,0.241072334,0.213944857,0.745152355
trivial,0.764630133,0.325543255,0.233088646,0.209222661,0.733148661
illustrate,0.776005151,0.347028154,0.258021124,0.224137931,0.76823638
comparable,0.774645872,0.334038055,0.24374032,0.216557018,0.73012939
tensions,0.785663185,0.357908273,0.271249088,0.232979911,0.771719039
cleaning,0.753469738,0.313545817,0.218654287,0.199847638,0.727356747
roman,0.786950923,0.352327099,0.26535734,0.230375427,0.748613678
exclusive,0.776219774,0.34450964,0.25536818,0.222764228,0.759704251
oblivious,0.758763772,0.333333333,0.240960528,0.212022133,0.779112754
feared,0.777579053,0.342845064,0.253735128,0.222252672,0.749537893
shoddy,0.756259837,0.321720088,0.227941009,0.205024106,0.74676525
surrounds,0.774359708,0.34346378,0.254048607,0.221595488,0.763182239
rounds,0.760409214,0.321102777,0.227843719,0.205607477,0.732654949
hybrid,0.768636429,0.333195876,0.242166367,0.214323607,0.748148148
galore,0.785734726,0.357158188,0.270569396,0.23246717,0.77037037
stir,0.765774789,0.328272466,0.236423789,0.210859251,0.740740741
snap,0.761625411,0.319722336,0.226557044,0.205081194,0.725
breakthrough,0.765703248,0.336910306,0.245856415,0.215599896,0.77037037
stepping,0.762340821,0.31898319,0.225909815,0.204790734,0.721037998
witted,0.774717413,0.347086875,0.258182751,0.223557692,0.775718258
chewing,0.750321934,0.316222571,0.221506961,0.200447094,0.748608534
progression,0.786163972,0.354288183,0.267632675,0.230920867,0.760667904
tolerable,0.758048362,0.321156162,0.227825276,0.204918033,0.742115028
tricky,0.770424953,0.337667699,0.247414783,0.217148925,0.758812616
diamond,0.747961082,0.308537782,0.212809263,0.195668409,0.729128015
sunny,0.755401345,0.320953327,0.227285767,0.204195097,0.749536178
trusted,0.782658463,0.349185947,0.261658903,0.22695628,0.756731662
occupied,0.771998855,0.336179963,0.246061317,0.21670247,0.749303621
turner,0.762841608,0.332326284,0.240699762,0.212191358,0.766016713
hysterically,0.798826728,0.377876106,0.295138481,0.2480395,0.792943361
wastes,0.756689083,0.31775326,0.224008495,0.202661208,0.735376045
