,acc,f1,kappa,prec,recall
cute,0.793532694,0.729166667,0.562545424,0.709848346,0.749565888
week,0.754185148,0.679058472,0.480214847,0.657561505,0.702008497
forever,0.758835313,0.683800769,0.489174417,0.663813513,0.705029014
constantly,0.75718987,0.680474487,0.4849096,0.662390029,0.699574139
purpose,0.753684361,0.676865321,0.478154823,0.656950264,0.698025552
speaking,0.750250393,0.673035497,0.471355405,0.65149592,0.696048043
developed,0.758763772,0.679101637,0.485945023,0.666915888,0.691740985
player,0.769924167,0.697460019,0.512135001,0.676336435,0.719945621
intense,0.779081414,0.708349074,0.530774389,0.689084895,0.728721337
throw,0.756402919,0.680191603,0.483826116,0.658243956,0.703653323
explain,0.768064101,0.69420864,0.507653411,0.674363203,0.715257532
paced,0.767420232,0.690056249,0.50405209,0.676575061,0.704085603
crew,0.764773215,0.690045249,0.500815916,0.668981905,0.7124781
normal,0.767777937,0.695782568,0.508422729,0.670762559,0.722741433
wanting,0.753541279,0.670996084,0.474083817,0.658481724,0.683995327
mixed,0.746601803,0.664583333,0.461219965,0.646820276,0.683349562
trip,0.755830591,0.682304757,0.484663797,0.653181251,0.714146532
led,0.757833739,0.681711331,0.486671521,0.658611919,0.706489963
gem,0.746244098,0.676161782,0.468968765,0.635271916,0.722677596
images,0.771784232,0.700356942,0.516494406,0.67487328,0.727840687
length,0.754614394,0.678176018,0.480374957,0.652700018,0.705721539
feelings,0.773000429,0.703707162,0.520304418,0.674181428,0.7359375
blue,0.750465016,0.666857689,0.467537677,0.652523364,0.681835938
gorgeous,0.775862069,0.708150908,0.526884912,0.676093917,0.743399179
poorly,0.749463443,0.673503636,0.47100385,0.642819007,0.707264539
visit,0.781227643,0.709149705,0.534057504,0.689349112,0.730121426
flaws,0.760981542,0.683886839,0.492104042,0.660936357,0.708488532
disappointing,0.764057805,0.684884388,0.496517046,0.66778461,0.702882918
continue,0.759765346,0.681525038,0.489010489,0.659629154,0.704924465
master,0.765274002,0.690909091,0.502202023,0.664070989,0.720007854
emotions,0.785162398,0.720365025,0.546743666,0.683996463,0.760818253
keeping,0.74996423,0.668751777,0.468403653,0.644501279,0.694898562
energy,0.765774789,0.692985746,0.504348756,0.661356721,0.727792003
stick,0.75432823,0.669171484,0.473943955,0.65466541,0.684334975
information,0.771712691,0.696759479,0.514096293,0.672537149,0.722791798
physical,0.766847904,0.693616621,0.506120074,0.662298025,0.728044208
bored,0.758119903,0.674684884,0.482383107,0.657662727,0.692611616
expectations,0.77013879,0.690790107,0.508064559,0.673358349,0.70914839
winning,0.760480755,0.684448633,0.492125728,0.653645365,0.718298714
sitting,0.751395049,0.667049919,0.469043497,0.645586053,0.689990089
comments,0.760910001,0.685429217,0.493391238,0.652625919,0.721704658
helped,0.751180426,0.667812798,0.469333791,0.644305197,0.693100714
sharp,0.769709544,0.694621004,0.510327739,0.665999636,0.725812847
current,0.756903706,0.674894757,0.4811476,0.652061379,0.699385287
fashion,0.74710259,0.662271902,0.460581628,0.638776262,0.687561992
spot,0.7593361,0.674283501,0.48364542,0.657601511,0.691833896
lose,0.754399771,0.669108434,0.474123265,0.649513473,0.689922481
limited,0.741021605,0.655762647,0.448829763,0.628279883,0.685759745
pop,0.765274002,0.687255743,0.499915525,0.65977306,0.717127511
discover,0.752038918,0.670720122,0.472541039,0.641235241,0.703047202
died,0.753183574,0.675141243,0.477102053,0.639950018,0.714428059
impact,0.767706396,0.692489819,0.506611482,0.659213848,0.72930381
occasionally,0.741236228,0.661614744,0.453465329,0.622644832,0.705788423
personality,0.767634855,0.691137315,0.505567386,0.659887416,0.725494111
purchased,0.777221348,0.707000376,0.528244419,0.66862431,0.75004991
dvds,0.79031335,0.720457797,0.553248976,0.689107827,0.754796163
answer,0.755615968,0.673172599,0.478579052,0.645741557,0.70303757
deliver,0.756045214,0.672933052,0.478912311,0.646874424,0.701179292
fellow,0.751251967,0.67001993,0.471259688,0.637184116,0.706423854
wondering,0.762770067,0.678806664,0.491055159,0.657410882,0.70164197
won,0.771283445,0.695610778,0.513143004,0.662976407,0.731624274
creative,0.768207183,0.690544413,0.505890791,0.659912377,0.724158654
paid,0.757404493,0.6726518,0.480349382,0.649152227,0.697916667
turning,0.745314065,0.656038647,0.45424931,0.633277374,0.680497094
super,0.762483903,0.676160749,0.488847037,0.65843465,0.694867682
theaters,0.78888253,0.711562897,0.545240518,0.694126621,0.729897734
negative,0.765631707,0.685181626,0.499031648,0.657749077,0.715002006
badly,0.742523966,0.661334337,0.45494099,0.622608079,0.705197672
growing,0.758906854,0.677881858,0.485992148,0.646019311,0.713050473
water,0.752968951,0.671861636,0.474748886,0.636822194,0.710981496
yeah,0.77307197,0.697270471,0.516537967,0.663458046,0.734714401
heads,0.742667048,0.65700391,0.451991342,0.624433569,0.693158954
asked,0.74924882,0.665712923,0.465973417,0.632590176,0.702495974
months,0.751752754,0.665122563,0.468440377,0.638502872,0.694058409
road,0.754471312,0.670443634,0.475510925,0.639846041,0.704114562
transfer,0.807554729,0.7435653,0.590304015,0.704607046,0.787083754
issue,0.769494921,0.687305901,0.505203605,0.661869159,0.714775939
aware,0.755472886,0.66918312,0.475780308,0.642326273,0.698383838
door,0.749892689,0.663328197,0.465114043,0.632739298,0.697024894
search,0.734010588,0.645634769,0.433889303,0.610160331,0.685488767
honestly,0.772428101,0.691434669,0.511676027,0.663687151,0.721603563
efforts,0.737516097,0.649536727,0.440790636,0.61482821,0.688398461
carry,0.754829017,0.665168539,0.472161424,0.642506606,0.689487543
journey,0.772285019,0.69531923,0.514416964,0.658806457,0.736116741
deeply,0.767849478,0.691686461,0.506734423,0.650232226,0.73878628
stuck,0.75432823,0.664582926,0.47120307,0.640436747,0.690621194
reminds,0.748604951,0.657904984,0.459728983,0.631824981,0.686230707
results,0.74352554,0.653656652,0.450783858,0.623364658,0.687043054
reviewer,0.751395049,0.667495933,0.470062625,0.630627373,0.708943089
realized,0.756760624,0.669389343,0.477576697,0.641326626,0.700020338
satisfying,0.774216626,0.693770619,0.51556891,0.663019288,0.727513228
intriguing,0.772499642,0.692218351,0.512500945,0.659170507,0.72875484
footage,0.791887251,0.716222808,0.552389917,0.686938623,0.748114938
clean,0.760194592,0.676572752,0.486895336,0.642242169,0.714780836
forgotten,0.733223637,0.644281217,0.432286774,0.605197133,0.688761982
laughing,0.789097153,0.715334106,0.548638686,0.678015742,0.756999796
wow,0.766347117,0.681054688,0.497277785,0.652019447,0.712796402
originally,0.749534984,0.667236955,0.468026355,0.623335109,0.717791411
element,0.755902132,0.663908589,0.472687537,0.639954425,0.689725747
ray,0.787165546,0.703714769,0.537844289,0.68508823,0.723382473
acts,0.75432823,0.665302144,0.471968258,0.634504555,0.699241959
loving,0.764129346,0.683619614,0.496798839,0.642844252,0.729918033
continues,0.765703248,0.678385545,0.494621653,0.651206637,0.707931953
killing,0.801330662,0.728623082,0.572465919,0.69630183,0.764091002
pre,0.740735441,0.650934309,0.44590309,0.614028712,0.692559951
violent,0.788381743,0.708858268,0.54306183,0.681491294,0.738515176
utterly,0.756188296,0.671169433,0.478523286,0.633630898,0.713435897
impression,0.745528688,0.652263173,0.452319269,0.622736606,0.684729064
failed,0.751395049,0.660279597,0.464950755,0.63027249,0.693286799
listen,0.772141937,0.687653231,0.508950668,0.656308499,0.722142122
mistake,0.759908428,0.670139571,0.482025808,0.640909945,0.702162719
fell,0.756331378,0.66906335,0.477242749,0.63278809,0.709750567
edition,0.800829876,0.726199843,0.570219217,0.693984962,0.761551155
cheesy,0.790384891,0.717617579,0.552099713,0.67323689,0.768262485
suppose,0.751538131,0.658068327,0.463597648,0.629023151,0.689925681
thriller,0.835384175,0.764507215,0.637994326,0.756838906,0.772332506
photography,0.770711117,0.690487687,0.509687729,0.647175959,0.74001242
grade,0.753541279,0.668399268,0.473816756,0.624685139,0.718691782
rock,0.764129346,0.67443468,0.490127109,0.64470455,0.707039337
anymore,0.757690657,0.67081349,0.48023861,0.632051282,0.714640712
understanding,0.776434397,0.696336605,0.520564589,0.654668372,0.743669572
falling,0.74996423,0.656578559,0.460883335,0.623204626,0.693729236
learned,0.764916297,0.680287994,0.495587394,0.639707228,0.726366092
asks,0.763270854,0.678644265,0.492525122,0.637010027,0.726101413
mans,0.745027901,0.653980583,0.453496131,0.613702624,0.699916874
genius,0.778652168,0.695712038,0.522584679,0.659764969,0.735801955
todays,0.758978395,0.673641383,0.484060811,0.629549158,0.724375
disappointment,0.764558592,0.671917057,0.488866579,0.643744031,0.702668891
memory,0.746887967,0.653680501,0.455421736,0.615938019,0.696350365
twists,0.788524825,0.706046142,0.541459663,0.674776658,0.740354536
allowed,0.754471312,0.659253376,0.46804181,0.629026146,0.692532332
robert,0.73057662,0.642762284,0.429340507,0.589319882,0.706864177
married,0.78315925,0.703917163,0.533993965,0.660979637,0.752820727
concerned,0.75075118,0.652017579,0.458452212,0.624330528,0.682274247
remarkable,0.767706396,0.684174691,0.501870284,0.639687159,0.735312565
joy,0.760337673,0.67221135,0.484553706,0.631666054,0.718318695
overly,0.760194592,0.666201952,0.479780061,0.635206988,0.700376884
wasted,0.770210331,0.682231896,0.50311918,0.646661665,0.721943049
unusual,0.743096294,0.649350649,0.448118922,0.607972207,0.696772842
chemistry,0.784733152,0.704275184,0.536083549,0.662904718,0.75115304
news,0.758835313,0.665475836,0.477778964,0.631569034,0.703229866
girlfriend,0.746458721,0.657584541,0.458259405,0.609638123,0.713716443
moved,0.766633281,0.67798618,0.496006517,0.639955274,0.720822838
filming,0.754185148,0.664518649,0.472031332,0.621212121,0.714315701
reminded,0.758549149,0.665211785,0.477352883,0.629434954,0.705300799
york,0.761482329,0.677063154,0.48985951,0.62724336,0.735479798
innocent,0.764701674,0.679028008,0.494848289,0.633005822,0.732266891
dialog,0.747317213,0.658149439,0.459794509,0.609100681,0.715789474
study,0.76226928,0.674630373,0.488811709,0.630144503,0.725874421
hey,0.767563314,0.677582614,0.496843102,0.639925023,0.719949388
crime,0.798826728,0.713002654,0.558384519,0.690862342,0.736609026
wise,0.755401345,0.657997399,0.468410733,0.625642001,0.693881857
creating,0.769638003,0.674944478,0.497085803,0.646490041,0.706019007
names,0.73773072,0.63810464,0.433824033,0.598962194,0.682720744
battle,0.78022607,0.690385003,0.520602098,0.659922929,0.723795435
superior,0.763628559,0.670522537,0.487169645,0.634219958,0.71123334
perspective,0.765560166,0.675961634,0.493552819,0.634137291,0.723692568
mine,0.75575905,0.664834086,0.474320126,0.61957914,0.717220928
fighting,0.780440693,0.690656184,0.521101174,0.658846154,0.725693709
direct,0.738303048,0.639108129,0.435356197,0.597932435,0.686374232
adventure,0.80118758,0.716630978,0.563876574,0.689425152,0.746072187
moral,0.774574331,0.685748479,0.511055315,0.645633803,0.731178222
driven,0.769137216,0.677073952,0.49839633,0.639387639,0.719481072
thin,0.747174131,0.650928487,0.45433855,0.607373272,0.701213024
flicks,0.783588496,0.700880055,0.532699492,0.65411591,0.75484558
center,0.748175705,0.649890591,0.454608568,0.609514925,0.695994887
cross,0.737659179,0.639748502,0.435482343,0.592970315,0.694539249
trust,0.758048362,0.660646197,0.473695611,0.623366787,0.70266809
member,0.752539705,0.659714707,0.467171493,0.611638088,0.715994021
climax,0.758906854,0.662730184,0.476312899,0.623071133,0.707781103
emotion,0.779796824,0.693365212,0.522823883,0.649132625,0.744066709
lies,0.761983116,0.664109036,0.480692571,0.628871893,0.703529412
unexpected,0.761196165,0.6659996,0.481368507,0.62556391,0.712023962
loose,0.751108885,0.652134787,0.459663579,0.61204955,0.697838648
lovers,0.756331378,0.660621762,0.472018085,0.6172035,0.710610932
numerous,0.756188296,0.656866694,0.46886787,0.619210326,0.699399657
joke,0.782586922,0.694296348,0.526596909,0.653970059,0.739922813
managed,0.753684361,0.651482944,0.462029819,0.615414037,0.692043011
murder,0.805837745,0.724074827,0.574996088,0.686259395,0.766300839
shouldnt,0.756832165,0.651563301,0.465471891,0.621796126,0.684323859
bonus,0.785663185,0.696638315,0.531843025,0.657366711,0.74090028
viewed,0.752968951,0.653695718,0.463131858,0.611329957,0.70237069
law,0.755186722,0.657182929,0.468265667,0.613887329,0.707048933
surely,0.755329804,0.652580252,0.464723746,0.616980407,0.692539888
met,0.754042066,0.656131226,0.466242813,0.611826152,0.707353893
area,0.753541279,0.657656762,0.467031999,0.60905577,0.714686825
lacking,0.760910001,0.660365854,0.476909509,0.623010547,0.702486486
essentially,0.758692231,0.656412346,0.471434004,0.620211742,0.697100822
twenty,0.74924882,0.647774093,0.454636043,0.604690432,0.697468081
began,0.755186722,0.657251603,0.46848399,0.611670395,0.71017316
dumb,0.789955645,0.700408163,0.539515948,0.662420382,0.743017969
baby,0.761124624,0.665531403,0.481374307,0.619083116,0.719514836
land,0.758978395,0.663335665,0.477411855,0.615313311,0.719488402
fantasy,0.781370725,0.687908497,0.520539447,0.650067555,0.730427239
magic,0.770639576,0.677464789,0.500964508,0.63158882,0.730527229
appeared,0.73844613,0.639802956,0.43725366,0.585361457,0.705409516
lame,0.77951066,0.687740628,0.51855777,0.643778452,0.73814702
quiet,0.769638003,0.674681754,0.497775901,0.629643598,0.726659412
favorites,0.781156102,0.696377171,0.527384427,0.639795732,0.763937282
hurt,0.759479182,0.656166905,0.472279786,0.618350039,0.698910675
happening,0.768493347,0.668646324,0.491735604,0.630674136,0.711483983
brothers,0.750393475,0.656493059,0.463339251,0.598563734,0.726836712
scary,0.813134926,0.730053741,0.587762067,0.693773325,0.770338059
bright,0.748676492,0.6443252,0.451546605,0.601284958,0.694002181
absolute,0.750321934,0.648398146,0.456576512,0.602396106,0.702006981
frame,0.75146659,0.646232179,0.456001968,0.605649933,0.692643528
service,0.758119903,0.657203691,0.471815307,0.613245033,0.70795107
bringing,0.766060953,0.665780867,0.48700814,0.625023988,0.712223923
justice,0.771283445,0.671597329,0.497226478,0.631446784,0.717200527
actions,0.78101302,0.687302074,0.520068675,0.642475172,0.738853503
sick,0.777936758,0.681836818,0.512447493,0.639246589,0.730507358
delivered,0.757046788,0.650689159,0.465624975,0.61132586,0.695470536
watchable,0.736657605,0.631568412,0.429228648,0.579537105,0.693864086
building,0.758119903,0.653621555,0.469139061,0.611697028,0.701715794
professional,0.750679639,0.647017117,0.456181289,0.599249531,0.703059652
police,0.805193876,0.715018315,0.567625266,0.680207089,0.753584822
widescreen,0.804192302,0.723619105,0.573696487,0.666976917,0.790774663
starting,0.754113607,0.643575651,0.456947171,0.606765741,0.685140208
range,0.752038918,0.646037582,0.456865772,0.60098803,0.698388165
walking,0.750822721,0.64628821,0.45586216,0.598232751,0.702738516
anti,0.772070396,0.674831598,0.500916203,0.627324478,0.730123675
books,0.783731578,0.687286645,0.523043098,0.645675413,0.734630694
dealing,0.759121477,0.658415339,0.474368911,0.607791721,0.718238158
sight,0.761124624,0.658134535,0.476146384,0.612190476,0.711534204
match,0.762197739,0.658726899,0.477717203,0.614206395,0.710205889
mid,0.739089999,0.633209293,0.43338152,0.579955785,0.697231451
presents,0.75504364,0.651465798,0.464552197,0.602409639,0.709219858
confused,0.761196165,0.657851579,0.476060835,0.611471037,0.711845608
rented,0.777435971,0.685344392,0.515258002,0.62950576,0.752053274
bizarre,0.778938332,0.684307315,0.515884348,0.633800151,0.743561279
levels,0.763342395,0.660926609,0.480821885,0.613627712,0.716126166
format,0.765917871,0.668490375,0.48972076,0.614567809,0.732785429
picked,0.755615968,0.653057079,0.466583207,0.601271741,0.714603245
ordered,0.775647446,0.683040226,0.51162963,0.626088568,0.751389815
grand,0.763771641,0.661055225,0.4814276,0.613567073,0.716510903
ultimate,0.76727715,0.662586869,0.486221222,0.62043512,0.710883597
pain,0.766776363,0.665503796,0.488155882,0.617244005,0.721950134
space,0.771283445,0.668464171,0.495130323,0.625703747,0.717497774
system,0.775361282,0.67535153,0.505027625,0.629165864,0.728855166
captures,0.762770067,0.666129682,0.484860338,0.606861126,0.738228074
notch,0.781585348,0.681015568,0.516003389,0.639772281,0.727942819
disturbing,0.793031907,0.699115965,0.542542921,0.653636717,0.751397273
killer,0.796251252,0.704134635,0.549968221,0.657165018,0.758335198
players,0.765059379,0.664075286,0.485479928,0.611529766,0.726499552
struggle,0.771498068,0.674347471,0.50049377,0.61917244,0.740317887
million,0.77013879,0.666528282,0.492608811,0.620722985,0.719632452
loses,0.7593361,0.652622883,0.470263507,0.604900459,0.708520179
emotionally,0.793031907,0.701598762,0.544726242,0.649541635,0.762727069
treatment,0.762626985,0.657867602,0.477942049,0.608778626,0.715567519
fiction,0.785448562,0.685408581,0.523682349,0.643236858,0.733497979
relationships,0.796251252,0.706088751,0.551759179,0.652738027,0.76893684
ups,0.752396623,0.646005932,0.458020556,0.592273068,0.710461192
gift,0.772213478,0.673636736,0.500829342,0.618366579,0.739756866
