,acc,f1,kappa,prec,recalls
popped,0.676563171,0.236962025,0.113911725,0.149298171,0.573998365
disgusted,0.635498641,0.223204757,0.094263646,0.137181409,0.598528209
paranoia,0.703605666,0.296723816,0.183587915,0.187192118,0.715220949
pit,0.638932608,0.221262151,0.092508387,0.136337707,0.586743044
stinks,0.654027758,0.240816327,0.115887453,0.148989899,0.627659574
hum,0.655315496,0.23255814,0.106872477,0.14435436,0.597870598
begging,0.636786379,0.225003816,0.096686808,0.138247983,0.604098361
requisite,0.669909858,0.240368785,0.117222594,0.15039143,0.598360656
sleeper,0.608241522,0.224362606,0.09356217,0.13559322,0.649712879
displaying,0.629274574,0.218165359,0.088410907,0.133666112,0.593109106
adaptations,0.681714122,0.262066678,0.14278357,0.164241164,0.64807219
perceived,0.634425526,0.236857826,0.109961985,0.144760862,0.651067323
defining,0.649520675,0.235606179,0.109975749,0.145444038,0.619868637
lengths,0.650665331,0.22700649,0.100559914,0.140588235,0.589153657
sony,0.680569466,0.24437299,0.123130608,0.153878943,0.59326212
demented,0.684003434,0.267860103,0.149658911,0.167774086,0.663927691
applied,0.662398054,0.229047541,0.104054708,0.142944535,0.576006574
interrupted,0.63614251,0.220655838,0.092130274,0.13559322,0.592105263
apple,0.611890113,0.212512701,0.080815047,0.129032258,0.601973684
wanders,0.610745457,0.213614684,0.081958633,0.129580922,0.607730263
exterior,0.64551438,0.232853383,0.106689331,0.143429334,0.618421053
lovingly,0.63836028,0.228597589,0.101336122,0.140314725,0.616460905
interviewed,0.783731578,0.327774072,0.230091769,0.224558196,0.606584362
gal,0.620975819,0.21789194,0.087746744,0.13275769,0.607407407
aims,0.640935756,0.227013707,0.099803302,0.139636226,0.606584362
happier,0.652453856,0.241174633,0.116861583,0.148804934,0.635914333
isolation,0.630920017,0.253508899,0.128756628,0.15376514,0.721581549
injury,0.664901989,0.231375123,0.107275796,0.144437615,0.581203627
sixth,0.698383174,0.255386789,0.137803828,0.162508429,0.596042869
survivors,0.716268422,0.310979847,0.20161432,0.197006383,0.737840066
dean,0.619258835,0.208742194,0.077510646,0.127335389,0.57873042
speakers,0.691372156,0.258762887,0.140708697,0.163446929,0.620774938
permanent,0.645872085,0.228731692,0.102387368,0.141018252,0.605111294
strain,0.631420804,0.223394634,0.095146898,0.136665437,0.611386139
indication,0.653240807,0.22211523,0.095906832,0.137848606,0.571428571
accompanying,0.665402776,0.227069906,0.102710082,0.141942149,0.567299752
kelly,0.646659036,0.223305551,0.096578531,0.137917638,0.58629232
rebel,0.655458578,0.242767296,0.119210377,0.149932026,0.637489678
promote,0.657604808,0.233504164,0.10907097,0.144844029,0.601981833
blockbusters,0.716626127,0.26525691,0.151224322,0.171052632,0.59042114
caution,0.66139648,0.233522267,0.109480698,0.14524577,0.595375723
businessman,0.621261983,0.230075625,0.101958413,0.139604659,0.653719008
tire,0.641436543,0.225826382,0.098990245,0.138867781,0.604132231
fable,0.666332809,0.247013239,0.125137597,0.153491172,0.632231405
nonsensical,0.686507369,0.265011741,0.147353044,0.166245791,0.652892562
understatement,0.648733724,0.227987421,0.102111436,0.140776699,0.599173554
global,0.740306195,0.305661821,0.199093959,0.198855152,0.660330579
letdown,0.69237373,0.263193968,0.145995845,0.166018158,0.634710744
football,0.658177135,0.233557908,0.109279856,0.144904459,0.601652893
mountains,0.682930319,0.256126217,0.137068718,0.160699242,0.630578512
backed,0.66862212,0.236651285,0.11391008,0.14776703,0.593879239
adopted,0.64408356,0.224957158,0.098363113,0.138579655,0.597187758
priest,0.637501789,0.228649718,0.101881485,0.14011194,0.621174524
forgiven,0.643081986,0.222291504,0.095283438,0.136957357,0.58974359
peaceful,0.65925025,0.24671833,0.124182722,0.152522487,0.64516129
oil,0.66497353,0.231160729,0.10749126,0.144173664,0.582781457
kidnapped,0.669480612,0.271523179,0.153012171,0.167705493,0.712748344
borderline,0.617327229,0.223995358,0.09498317,0.135795954,0.639072848
slide,0.661682644,0.225896219,0.101364833,0.140758874,0.571665286
powerfully,0.668979825,0.269382599,0.150656973,0.166406555,0.706710853
transform,0.658105595,0.234257331,0.110325654,0.145212555,0.605633803
rehash,0.674059236,0.249423394,0.12889856,0.155665227,0.627174814
communication,0.633423952,0.238632987,0.112908245,0.145391997,0.665285833
shaped,0.675490056,0.244503664,0.123659814,0.152980409,0.608623549
tragically,0.647732151,0.233499377,0.108644765,0.143705691,0.622406639
static,0.651237659,0.232162545,0.107486695,0.143273717,0.611618257
restoration,0.69308914,0.268666894,0.15257239,0.169062433,0.653941909
swimming,0.634425526,0.216498007,0.088358874,0.132781644,0.585892116
andrew,0.623837459,0.208370973,0.078285469,0.127276071,0.574273859
intro,0.667549006,0.250846365,0.12998315,0.155662265,0.645643154
suspicion,0.687652025,0.255964554,0.137925826,0.161020583,0.623754153
dedication,0.678137073,0.259179977,0.140463099,0.161634833,0.653654485
streak,0.634926313,0.233208114,0.107235385,0.1423592,0.644518272
fulfill,0.638217198,0.225692849,0.099106148,0.138351793,0.612126246
blade,0.71397911,0.287851799,0.176397957,0.183219955,0.671096346
invisible,0.63685792,0.225511138,0.098777869,0.138130841,0.613787375
cream,0.625625984,0.22162725,0.093516196,0.134963768,0.619285121
automatically,0.669480612,0.24088071,0.119245199,0.150112636,0.609310058
void,0.636643297,0.226116105,0.099531295,0.138432836,0.616791355
christ,0.676420089,0.258889071,0.140044523,0.16122449,0.656691604
distinction,0.664401202,0.226290615,0.102451707,0.141152263,0.570241064
bearing,0.657819431,0.228672795,0.104425538,0.141856743,0.589359933
lightweight,0.642438117,0.245015106,0.121243846,0.149713864,0.674147963
illustrates,0.64844756,0.243534483,0.120224178,0.149414431,0.658069884
mon,0.672771498,0.241710875,0.120606939,0.150931677,0.606489185
observed,0.614680212,0.229470672,0.101517727,0.138562543,0.667221298
owe,0.67148376,0.238221632,0.11667188,0.148746634,0.597835137
observe,0.637501789,0.237012498,0.11211017,0.144642529,0.655833333
informs,0.648232937,0.226034944,0.100807282,0.139336309,0.598333333
incoherent,0.695664616,0.266298724,0.150649134,0.167899087,0.643333333
exhilarating,0.684218057,0.253887762,0.135572613,0.159245123,0.625833333
downfall,0.67076835,0.247301276,0.126800642,0.153846154,0.63
sensation,0.655315496,0.22614841,0.1017213,0.140043764,0.587155963
trashy,0.631706968,0.233472305,0.107726187,0.142106217,0.653878232
nut,0.655887824,0.228672226,0.104687402,0.141524414,0.595158598
hostile,0.683574188,0.24868354,0.129887051,0.156110045,0.611018364
investigating,0.718200029,0.31292517,0.20514897,0.197794928,0.748747913
impending,0.650522249,0.234205988,0.110348363,0.14418066,0.623539232
obtain,0.673272285,0.238960173,0.117949335,0.149281699,0.598497496
denied,0.673558449,0.250861927,0.131234437,0.156141427,0.637729549
reverse,0.670696809,0.232705451,0.110800412,0.145356102,0.583124478
mexico,0.685291172,0.240110554,0.120645327,0.151350174,0.580618212
protection,0.671984547,0.255319149,0.136128947,0.158467742,0.656641604
gathering,0.649520675,0.227895981,0.103290285,0.14044289,0.604010025
paranoid,0.685791959,0.262592344,0.145679897,0.164320235,0.653299916
candidate,0.65703248,0.225024248,0.100822361,0.139506915,0.581453634
viewpoint,0.670482186,0.247139588,0.126943406,0.153596099,0.632107023
youngest,0.704464158,0.267683035,0.153543394,0.169853768,0.631270903
tested,0.669623694,0.235936466,0.114372329,0.147070957,0.596153846
nifty,0.689154385,0.272072374,0.156673447,0.170123612,0.678929766
scattered,0.661253398,0.225421233,0.101786159,0.140126093,0.576086957
addicted,0.605379883,0.212225079,0.08195837,0.127971064,0.621237458
formidable,0.676849335,0.246287335,0.126661754,0.153846154,0.617056856
irresistible,0.634067821,0.237136465,0.112328466,0.144309312,0.664715719
fence,0.655530119,0.227994228,0.104170021,0.14101547,0.594979079
kingdom,0.745957934,0.292488544,0.186513416,0.191945607,0.614225941
castle,0.690012877,0.266215072,0.150421021,0.166843558,0.658291457
lasted,0.688367435,0.236325386,0.11705902,0.149445676,0.564489112
raging,0.647803692,0.226065084,0.101358687,0.139152313,0.602177554
gaps,0.692874517,0.249344291,0.132017016,0.157569061,0.597152429
counting,0.684074975,0.245901639,0.127194145,0.154440154,0.603015075
uncertain,0.631706968,0.232786885,0.107434998,0.141588107,0.654103853
efficient,0.702174846,0.266948406,0.152700043,0.168970129,0.635373009
labeled,0.648018314,0.222257351,0.097216776,0.136956945,0.589270746
gently,0.63113464,0.24287812,0.118812636,0.147231618,0.693210394
poses,0.64479897,0.224582227,0.099604674,0.137977356,0.603187919
ann,0.628702246,0.212443096,0.084551297,0.129677658,0.587248322
suggesting,0.645729003,0.228420069,0.10398387,0.140260237,0.614932886
recover,0.678280155,0.231938514,0.111213527,0.145614411,0.569630872
pursued,0.670839891,0.244623215,0.124617457,0.152040816,0.625524769
jewel,0.650307626,0.23096287,0.107349776,0.142110358,0.616288833
cruise,0.657890972,0.231930614,0.109253794,0.143367752,0.606722689
establishment,0.647016741,0.237874575,0.114867424,0.145722937,0.647058824
conclusions,0.681356417,0.263801653,0.147151689,0.164197531,0.670588235
incorrect,0.672556875,0.24083596,0.120665933,0.150030998,0.610084034
bowl,0.646659036,0.224525043,0.099996295,0.138030888,0.601345669
conveying,0.654743168,0.24875467,0.127932831,0.152597403,0.672558923
recieved,0.686793533,0.239930556,0.121385481,0.151137358,0.581649832
exit,0.643010445,0.217132099,0.0914845,0.133436174,0.582491582
nazi,0.751108885,0.30461723,0.201060224,0.199737877,0.641414141
trips,0.645943626,0.221488123,0.096628471,0.136196556,0.592592593
contempt,0.616254114,0.225527,0.098585374,0.136110143,0.657407407
gate,0.662684218,0.233208652,0.111336826,0.144527313,0.603535354
denying,0.651953069,0.223463687,0.099408366,0.137876699,0.589225589
overwrought,0.637787952,0.238302994,0.11481105,0.145054945,0.667228307
bust,0.689798254,0.247222222,0.129898974,0.155696479,0.599831508
uniquely,0.644870511,0.228953091,0.104969385,0.140354218,0.620893008
hating,0.648590642,0.226700252,0.102795832,0.139399806,0.606571188
catholic,0.644441265,0.234678164,0.111336493,0.143583946,0.641954507
plagued,0.674560023,0.240187072,0.120418221,0.149791667,0.605728728
addressed,0.662326513,0.238955176,0.117890348,0.147727273,0.624789207
backs,0.642938904,0.221251365,0.096272392,0.13574574,0.597807757
wings,0.656531693,0.224519464,0.101218309,0.138861139,0.586003373
independence,0.648376019,0.245355443,0.123734951,0.149990614,0.673693086
criticized,0.683359565,0.252364865,0.135068891,0.157761352,0.630379747
ron,0.652525397,0.227207637,0.103921495,0.14,0.602531646
pulse,0.670911432,0.230511877,0.10944815,0.143751304,0.581434599
landing,0.717413078,0.25696012,0.144202905,0.16533527,0.576371308
polish,0.63399628,0.206083178,0.078584234,0.126259745,0.560337553
pretends,0.604664473,0.225182277,0.097600461,0.135026064,0.677637131
corpse,0.698597797,0.276738197,0.163883664,0.173669468,0.680743243
apt,0.646301331,0.223861852,0.099690446,0.137485538,0.602195946
abusive,0.619115753,0.232631882,0.107193795,0.140250261,0.681587838
recalls,0.642295035,0.226724405,0.102524268,0.138773192,0.619087838
appalling,0.638217198,0.217303823,0.091615903,0.133030131,0.592905405
mankind,0.745600229,0.308709176,0.205103329,0.200454431,0.671174979
russell,0.659894119,0.228497241,0.10626072,0.141393854,0.59509721
unfolding,0.645228216,0.243939625,0.122149559,0.148809524,0.67624683
attacking,0.709400486,0.282838983,0.171953077,0.178754742,0.677092139
varied,0.64479897,0.223854932,0.099637755,0.137322593,0.605240913
machines,0.720775504,0.274939625,0.164612416,0.176190476,0.625528318
finely,0.644512806,0.242645938,0.120637977,0.148010413,0.672865596
titanic,0.699313206,0.247448523,0.131674692,0.156938451,0.584602369
scientific,0.808055516,0.387303037,0.300995188,0.265248671,0.717428088
rendering,0.679782515,0.248993289,0.131199502,0.155295103,0.627749577
glamorous,0.642151953,0.24486715,0.123108857,0.148998714,0.686706181
savvy,0.644012019,0.223955084,0.099866116,0.13725865,0.607959356
alfred,0.713120618,0.280071813,0.16948812,0.17771702,0.66045724
backstory,0.70532265,0.266951415,0.15404747,0.168995043,0.635055038
realise,0.649449134,0.222715736,0.098985848,0.137029085,0.594411516
wry,0.652668479,0.24057563,0.11923877,0.147544129,0.651143099
royal,0.71183288,0.262541194,0.149959431,0.167484233,0.607112616
enthralled,0.685005008,0.259377628,0.143467354,0.161804827,0.653389831
downside,0.680569466,0.241549176,0.123183481,0.151051625,0.602542373
stripped,0.641722707,0.233078101,0.109961584,0.142242991,0.644915254
babe,0.665045071,0.240428293,0.120341107,0.148675762,0.627966102
sweetness,0.68872514,0.280945298,0.167845476,0.174502156,0.720338983
warrior,0.767777937,0.336467702,0.239035721,0.221653649,0.698049194
unsuspecting,0.67362999,0.246199603,0.127717291,0.152883234,0.631891433
artsy,0.622692803,0.236537348,0.112353437,0.142607785,0.692960136
bush,0.714909143,0.269745281,0.158453318,0.172043011,0.624257846
aesthetic,0.641794248,0.230993703,0.107729245,0.141035259,0.637828668
stanley,0.658606381,0.221025139,0.098171626,0.136850617,0.574215437
anxiety,0.632780083,0.230319388,0.106196311,0.13989071,0.651399491
reunion,0.592860209,0.210570121,0.080877784,0.125870647,0.643765903
oliver,0.659536414,0.226053017,0.103958017,0.139810903,0.589983022
landscapes,0.713907569,0.290076336,0.180886477,0.18338945,0.693548387
moderately,0.636070969,0.223951182,0.099439372,0.136507346,0.623089983
degrees,0.634210903,0.219508472,0.094303298,0.133817234,0.610356537
bluray,0.717198455,0.277990868,0.167996962,0.177059097,0.646559048
murky,0.669409071,0.255997424,0.138482091,0.157894737,0.676020408
gestures,0.605594506,0.220115999,0.092871318,0.132021042,0.661564626
mysteriously,0.71827157,0.278490289,0.168836445,0.177445716,0.646808511
wounds,0.639934182,0.236614591,0.114238836,0.143964563,0.663829787
expressive,0.644441265,0.237496164,0.115615515,0.144862437,0.658723404
artwork,0.698669338,0.262605042,0.149041862,0.165271045,0.638841567
rap,0.653526971,0.230659253,0.108888125,0.141769186,0.618398637
criticize,0.672843039,0.22557155,0.105139704,0.140773621,0.567291312
birds,0.653598512,0.230206677,0.108389633,0.14151681,0.61669506
specially,0.658821004,0.219348502,0.096784978,0.135764944,0.570698467
exclusively,0.651523823,0.222505986,0.099600809,0.136908269,0.593696763
sigh,0.643797396,0.224575611,0.101201582,0.137411854,0.614139693
transfers,0.661253398,0.243731033,0.124292189,0.149960692,0.650468883
sleeve,0.666905137,0.222963952,0.101713629,0.138617971,0.569479966
motive,0.696594649,0.267656709,0.154494994,0.167821568,0.660699062
paramount,0.644155101,0.219152276,0.095362757,0.134282416,0.59556314
structured,0.628559164,0.220186242,0.095161604,0.133612833,0.625426621
linked,0.673129203,0.244918195,0.126858749,0.151875384,0.63225256
cycle,0.623837459,0.223567631,0.098761236,0.135130311,0.647008547
deranged,0.686936615,0.259810555,0.145005422,0.16195698,0.656410256
pursuing,0.636285592,0.218086743,0.093662852,0.132970743,0.605982906
ignoring,0.664115038,0.232215863,0.112002611,0.143579373,0.606837607
conveyed,0.659894119,0.249921111,0.131438586,0.153221126,0.677502139
racism,0.597367291,0.216810465,0.089258417,0.129466512,0.666381523
imo,0.686865074,0.24102653,0.124236638,0.151152675,0.594525235
february,0.64050651,0.219599317,0.095915982,0.134130146,0.605308219
billing,0.634568608,0.218482252,0.09414975,0.133010432,0.61130137
fanatic,0.673129203,0.241911399,0.123956317,0.15,0.624678663
residents,0.610602375,0.211958882,0.084987693,0.127526132,0.627249357
punk,0.651881528,0.230550285,0.109264518,0.141361257,0.624678663
slower,0.675704679,0.240067058,0.122165904,0.149228845,0.613538989
plodding,0.647302905,0.2296875,0.107887853,0.140454806,0.629820051
waves,0.635140936,0.222797927,0.099220972,0.135470719,0.626929674
vietnam,0.702389469,0.261887864,0.14932841,0.165100671,0.632933105
peers,0.625482902,0.218073189,0.093126007,0.132031109,0.626072041
guitar,0.709114323,0.250645042,0.137779619,0.159586951,0.583690987
claustrophobic,0.657175562,0.25543816,0.137722288,0.155947638,0.705579399
managing,0.652382315,0.22218665,0.10016499,0.136560409,0.595708155
saint,0.671698383,0.247581571,0.13030278,0.153019862,0.64806867
recycled,0.684933467,0.254570074,0.139490636,0.15851602,0.64604811
unintentional,0.687079697,0.254347085,0.139466607,0.158655891,0.640893471
dash,0.667978252,0.225596529,0.105563623,0.139987575,0.580756014
quintessential,0.63685792,0.221472393,0.098172664,0.134776927,0.620808255
forbidden,0.6743454,0.235215054,0.116989154,0.146168302,0.60189166
zany,0.725354128,0.313606294,0.209403747,0.197968397,0.754084265
inclined,0.651452282,0.216720257,0.094170093,0.133280601,0.579535684
mock,0.635856346,0.22691373,0.104176372,0.137797454,0.642304385
resume,0.638288739,0.218788628,0.095294561,0.133358448,0.608770421
needing,0.627700672,0.217678894,0.093257466,0.131876138,0.623063683
dumped,0.633781657,0.215478927,0.091302983,0.131083349,0.604991394
sword,0.754614394,0.310136766,0.209481355,0.202309105,0.664082687
elevate,0.634783231,0.222628293,0.0994829,0.135220126,0.62962963
