unsupervised,ndcg,vector space input nnet,ndcg,bow input nnet,0,unsupervised vector diff,,unsupervised bow diff,,,
"1958 (1987, thirty)",0.534466727,"1958 (lone, battle)",0.545897524,"1958 (pressures, rocket)",0.513913897,"1958 (pressures, rocket)",,"1958 (pressures, rocket)",0.02055283,,-0.011430797
"1959 (spain, semifinals)",0.509227746,"1959 (acid, antiarmenian)",0.52128179,"1959 (howling, communists)",0.513410848,"1959 (howling, communists)",,"1959 (howling, communists)",-0.004183102,,-0.012054044
"196 (lone, 172)",0.519172142,"196 (276, inflicted)",0.533188819,"196 (drew, deliberate)",0.506349261,"196 (drew, deliberate)",,"196 (drew, deliberate)",0.012822881,,-0.014016677
"1960 (1987, 1983)",0.503546548,"1960 (cor, 1963)",0.510696827,"1960 (establishment, lifted)",0.515987549,"1960 (establishment, lifted)",,"1960 (establishment, lifted)",-0.012441001,,-0.007150279
"1960s (periods, england)",0.701272588,"1960s (documentation, territory)",0.71752428,"1960s (1969, muscle)",0.66902913,"1960s (1969, muscle)",,"1960s (1969, muscle)",0.032243458,,-0.016251692
"1961 (acquired, clearing)",0.565255735,"1961 (critics, colonel)",0.578318052,"1961 (grief, difficulties)",0.514603778,"1961 (grief, difficulties)",,"1961 (grief, difficulties)",0.050651957,,-0.013062317
"1962 (1966, 321)",0.499049091,"1962 (1966, 1952)",0.507926957,"1962 (323, 96)",0.507989802,"1962 (323, 96)",,"1962 (323, 96)",-0.008940711,,-0.008877866
"1963 (1965, outline)",0.502636986,"1963 (1966, 1965)",0.509742033,"1963 (poles, accountable)",0.504407314,"1963 (poles, accountable)",,"1963 (poles, accountable)",-0.001770328,,-0.007105047
"1964 (howling, shamir)",0.53135452,"1964 (committees, firing)",0.533583729,"1964 (collapse, guest)",0.510740196,"1964 (collapse, guest)",,"1964 (collapse, guest)",0.020614324,,-0.002229209
"1965 (1977, 1963)",0.520663224,"1965 (1963, value)",0.527803241,"1965 (wishing, adjusting)",0.500835878,"1965 (wishing, adjusting)",,"1965 (wishing, adjusting)",0.019827346,,-0.007140017
"1966 (competitive, 1962)",0.519382088,"1966 (1962, 1963)",0.529321242,"1966 (ltd, enters)",0.543593584,"1966 (ltd, enters)",,"1966 (ltd, enters)",-0.024211496,,-0.009939154
"1967 (1971, arabs)",0.509743695,"1967 (1985, intelligence)",0.516103432,"1967 (clearing, disabling)",0.509218171,"1967 (clearing, disabling)",,"1967 (clearing, disabling)",0.000525524,,-0.006359737
"1968 (1976, 1966)",0.536111022,"1968 (companion, poles)",0.545289183,"1968 (statistics, hammer)",0.538657048,"1968 (statistics, hammer)",,"1968 (statistics, hammer)",-0.002546026,,-0.009178161
"1969 (1970, 1978)",0.499761574,"1969 (18th, 1970)",0.512840344,"1969 (1960s, executive)",0.497232912,"1969 (1960s, executive)",,"1969 (1960s, executive)",0.002528662,,-0.01307877
"1970 (1981, approached)",0.574694591,"1970 (acquired, 1969)",0.584907675,"1970 (manufactured, kick)",0.60412112,"1970 (manufactured, kick)",,"1970 (manufactured, kick)",-0.029426529,,-0.010213084
"1970s (emphasized, armored)",0.519881331,"1970s (conjunction, publicity)",0.521358661,"1970s (agencies, approval)",0.515036614,"1970s (agencies, approval)",,"1970s (agencies, approval)",0.004844717,,-0.00147733
"1971 (1967, invading)",0.573598147,"1971 (democracy, fifteen)",0.574350263,"1971 (wisconsin, waited)",0.546290009,"1971 (wisconsin, waited)",,"1971 (wisconsin, waited)",0.027308138,,-0.000752116
"1972 (66, indianapolis)",0.513896418,"1972 (translation, views)",0.523050244,"1972 (calm, continually)",0.50749518,"1972 (calm, continually)",,"1972 (calm, continually)",0.006401238,,-0.009153826
"1973 (tremendous, 1970)",0.54586222,"1973 (1974, protects)",0.557102477,"1973 (badly, si)",0.539776074,"1973 (badly, si)",,"1973 (badly, si)",0.006086146,,-0.011240257
"1974 (1953, turk)",0.539598385,"1974 (1973, 1980)",0.547759144,"1974 (struck, native)",0.527107636,"1974 (struck, native)",,"1974 (struck, native)",0.012490749,,-0.008160759
"1975 (rod, 199293)",0.542443323,"1975 (paris, 1966)",0.549792669,"1975 (yale, hunter)",0.518073492,"1975 (yale, hunter)",,"1975 (yale, hunter)",0.024369831,,-0.007349346
"1976 (1968, tony)",0.548136123,"1976 (1969, batf)",0.557938611,"1976 (treat, dual)",0.539886733,"1976 (treat, dual)",,"1976 (treat, dual)",0.00824939,,-0.009802488
"1977 (1965, 1979)",0.639202702,"1977 (1978, robert)",0.64397608,"1977 (hunter, bloody)",0.631028246,"1977 (hunter, bloody)",,"1977 (hunter, bloody)",0.008174456,,-0.004773378
"1978 (1983, 1982)",0.497230707,"1978 (1977, 1969)",0.505958244,"1978 (1985, 1979)",0.503966705,"1978 (1985, 1979)",,"1978 (1985, 1979)",-0.006735998,,-0.008727537
"1979 (1977, civil)",0.511301081,"1979 (validity, contend)",0.520433474,"1979 (spec, licensed)",0.488577139,"1979 (spec, licensed)",,"1979 (spec, licensed)",0.022723942,,-0.009132393
"198 (152, 157)",0.512101881,"198 (bands, indicators)",0.511958745,"198 (jersey, resulted)",0.502615734,"198 (jersey, resulted)",,"198 (jersey, resulted)",0.009486147,,0.000143136
"1980 (1981, 1987)",0.506918294,"1980 (historically, remaining)",0.511398149,"1980 (1978, responding)",0.517854262,"1980 (1978, responding)",,"1980 (1978, responding)",-0.010935968,,-0.004479855
"1980s (spy, territories)",0.436762258,"1980s (hussein, early)",0.44540791,"1980s (vital, attitudes)",0.443896504,"1980s (vital, attitudes)",,"1980s (vital, attitudes)",-0.007134246,,-0.008645652
"1981 (1980, 1970)",0.497741317,"1981 (cycles, november)",0.510903304,"1981 (visit, presumably)",0.504440582,"1981 (visit, presumably)",,"1981 (visit, presumably)",-0.006699265,,-0.013161987
"1982 (1989, 1983)",0.643595637,"1982 (widely, words)",0.641693802,"1982 (1979, stops)",0.59937522,"1982 (1979, stops)",,"1982 (1979, stops)",0.044220417,,0.001901835
"1983 (million, 1982)",0.56808274,"1983 (signs, incorrect)",0.579047662,"1983 (gordon, dollar)",0.532284112,"1983 (gordon, dollar)",,"1983 (gordon, dollar)",0.035798628,,-0.010964922
"1984 (1986, taylor)",0.474263117,"1984 (laboratories, printed)",0.483152479,"1984 (forced, eyes)",0.484783139,"1984 (forced, eyes)",,"1984 (forced, eyes)",-0.010520022,,-0.008889362
"1985 (december, 1987)",0.520093973,"1985 (1967, adequate)",0.526333964,"1985 (estimated, davis)",0.528164178,"1985 (estimated, davis)",,"1985 (estimated, davis)",-0.008070205,,-0.006239991
"1986 (1984, 1989)",0.602929938,"1986 (1990, specifications)",0.616540806,"1986 (july, answering)",0.605547172,"1986 (july, answering)",,"1986 (july, answering)",-0.002617234,,-0.013610868
"1987 (1985, 1986)",0.513909902,"1987 (1988, coin)",0.533084555,"1987 (cite, conventional)",0.501748954,"1987 (cite, conventional)",,"1987 (cite, conventional)",0.012160948,,-0.019174653
"1988 (1990, 1992)",0.54676777,"1988 (82, remote)",0.550909436,"1988 (appear, 1991)",0.51078982,"1988 (appear, 1991)",,"1988 (appear, 1991)",0.03597795,,-0.004141666
"1989 (1992, 1991)",0.46049994,"1989 (april, 1990)",0.465259709,"1989 (economy, battle)",0.469572377,"1989 (economy, battle)",,"1989 (economy, battle)",-0.009072437,,-0.004759769
"199 (159, 143)",0.503660187,"199 (sedan, 168)",0.508023639,"199 (240, specified)",0.501213858,"199 (240, specified)",,"199 (240, specified)",0.002446329,,-0.004363452
"1990 (1991, 1988)",0.522299322,"1990 (1992, 1989)",0.53001978,"1990 (equivalent, controls)",0.52577965,"1990 (equivalent, controls)",,"1990 (equivalent, controls)",-0.003480328,,-0.007720458
"1991 (1992, june)",0.504862839,"1991 (1992, runs)",0.509042848,"1991 (passes, 1988)",0.503048296,"1991 (passes, 1988)",,"1991 (passes, 1988)",0.001814543,,-0.004180009
"1992 (1991, 1989)",0.49020854,"1992 (1991, increased)",0.497500854,"1992 (scope, concept)",0.479860637,"1992 (scope, concept)",,"1992 (scope, concept)",0.010347903,,-0.007292314
"199293 (nhl, goals)",0.529647985,"199293 (338, surveillance)",0.540838786,"199293 (johansson, rookie)",0.517302501,"199293 (johansson, rookie)",,"199293 (johansson, rookie)",0.012345484,,-0.011190801
"1993 (april, 17)",0.531397557,"1993 (april, also)",0.536826527,"1993 (list, id)",0.502205875,"1993 (list, id)",,"1993 (list, id)",0.029191682,,-0.00542897
"1994 (nyr, polar)",0.648715984,"1994 (6, grave)",0.647551024,"1994 (emergency, forgive)",0.631109353,"1994 (emergency, forgive)",,"1994 (emergency, forgive)",0.017606631,,0.00116496
"1995 (fielding, wayne)",0.506384158,"1995 (rocket, jose)",0.515784106,"1995 (miscellaneous, definitive)",0.497606796,"1995 (miscellaneous, definitive)",,"1995 (miscellaneous, definitive)",0.008777362,,-0.009399948
"19th (helpless, funded)",0.509354306,"19th (hire, largest)",0.511534712,"19th (damages, criticizing)",0.49606024,"19th (damages, criticizing)",,"19th (damages, criticizing)",0.013294066,,-0.002180406
"1b (nl, tigers)",0.503435636,"1b (3b, 2b)",0.508499267,"1b (consecutive, prospects)",0.509039231,"1b (consecutive, prospects)",,"1b (consecutive, prospects)",-0.005603595,,-0.005063631
"1mb (4mb, et4000)",0.684346263,"1mb (64k, et4000)",0.703518552,"1mb (multitasking, tcpip)",0.689973886,"1mb (multitasking, tcpip)",,"1mb (multitasking, tcpip)",-0.005627623,,-0.019172289
"1st (3rd, 4th)",0.515156439,"1st (six, classic)",0.518201618,"1st (99, limit)",0.486547601,"1st (99, limit)",,"1st (99, limit)",0.028608838,,-0.003045179
"2 (4, 6)",0.674102089,"2 (222, 810)",0.679746465,"2 (max, 6)",0.680488623,"2 (max, 6)",,"2 (max, 6)",-0.006386534,,-0.005644376
"2 (4, 6)",0.66540897,"2 (222, 810)",0.670371413,"2 (max, 6)",0.674651541,"2 (max, 6)",,"2 (max, 6)",-0.009242571,,-0.004962443
"20 (30, 18)",0.4778068,"20 (15, show)",0.488000596,"20 (might, main)",0.481196531,"20 (might, main)",,"20 (might, main)",-0.003389731,,-0.010193796
"200 (300, 50)",0.540501512,"200 (aid, must)",0.558378143,"200 (ought, considering)",0.54728661,"200 (ought, considering)",,"200 (ought, considering)",-0.006785098,,-0.017876631
"2000 (10000, listed)",0.566794423,"2000 (show, living)",0.580840999,"2000 (percent, 67)",0.547837259,"2000 (percent, 67)",,"2000 (percent, 67)",0.018957164,,-0.014046576
"20000 (expelled, insured)",0.510625249,"20000 (tips, lawyers)",0.518064644,"20000 (speakers, individually)",0.530512015,"20000 (speakers, individually)",,"20000 (speakers, individually)",-0.019886766,,-0.007439395
"200000 (economically, liberation)",0.545767617,"200000 (percentage, hitler)",0.552528169,"200000 (zones, stomach)",0.538187931,"200000 (zones, stomach)",,"200000 (zones, stomach)",0.007579686,,-0.006760552
"201 (203, 168)",0.508998627,"201 (advanced, ascii)",0.515593877,"201 (700, 97)",0.509082218,"201 (700, 97)",,"201 (700, 97)",-8.3591E-05,,-0.00659525
"202 (203, hunter)",0.613772578,"202 (wolves, parameters)",0.621396528,"202 (deck, beats)",0.604501806,"202 (deck, beats)",,"202 (deck, beats)",0.009270772,,-0.00762395
"203 (193, 186)",0.531985339,"203 (152, 157)",0.536366292,"203 (151, strategy)",0.502687205,"203 (151, strategy)",,"203 (151, strategy)",0.029298134,,-0.004380953
"2030 (minus, tor)",0.498211703,"2030 (meanings, irregular)",0.509103372,"2030 (15th, prevail)",0.501974173,"2030 (15th, prevail)",,"2030 (15th, prevail)",-0.00376247,,-0.010891669
"204 (179, 68040)",0.48751009,"204 (161, 240)",0.489291418,"204 (4, inability)",0.459530333,"204 (4, inability)",,"204 (4, inability)",0.027979757,,-0.001781328
"205 (medin, 7303169)",0.579618249,"205 (315, medin)",0.589253179,"205 (survival, inability)",0.568092584,"205 (survival, inability)",,"205 (survival, inability)",0.011525665,,-0.00963493
"206 (403, 204)",0.517840188,"206 (toolkits, meyer)",0.538394825,"206 (tor, diplomatic)",0.494864129,"206 (tor, diplomatic)",,"206 (tor, diplomatic)",0.022976059,,-0.020554637
"207 (pit, 691)",0.569362347,"207 (691, 185)",0.575129111,"207 (chambers, rockets)",0.551575986,"207 (chambers, rockets)",,"207 (chambers, rockets)",0.017786361,,-0.005766764
"208 (282, 162)",0.461214366,"208 (legion, 220)",0.473025029,"208 (347, 333)",0.446562619,"208 (347, 333)",,"208 (347, 333)",0.014651747,,-0.011810663
"20mb (reinstall, 25mhz)",0.598473166,"20mb (megabytes, 64bit)",0.631990696,"20mb (novell, tseng)",0.528865804,"20mb (novell, tseng)",,"20mb (novell, tseng)",0.069607362,,-0.03351753
"20mhz (adaptec, 386sx)",0.501896223,"20mhz (cyrix, 386sx)",0.510894177,"20mhz (laserwriter, 33mhz)",0.478480833,"20mhz (laserwriter, 33mhz)",,"20mhz (laserwriter, 33mhz)",0.02341539,,-0.008997954
"20th (historians, particulars)",0.7244205,"20th (flowing, genesis)",0.73930505,"20th (sucks, minimize)",0.69777439,"20th (sucks, minimize)",,"20th (sucks, minimize)",0.02664611,,-0.01488455
"21 (13, 11)",0.52653233,"21 (none, 13)",0.538564596,"21 (35, 60)",0.511959259,"21 (35, 60)",,"21 (35, 60)",0.014573071,,-0.012032266
"210 (murphy, 160)",0.513847268,"210 (cents, 83)",0.520215751,"210 (depending, capacity)",0.507833463,"210 (depending, capacity)",,"210 (depending, capacity)",0.006013805,,-0.006368483
"211 (226, binary)",0.463772282,"211 (272, ultrix)",0.475448882,"211 (321, 1962)",0.465256081,"211 (321, 1962)",,"211 (321, 1962)",-0.001483799,,-0.0116766
"212 (134, 312)",0.488955415,"212 (maximize, playoff)",0.496245377,"212 (1988, amazing)",0.49557185,"212 (1988, amazing)",,"212 (1988, amazing)",-0.006616435,,-0.007289962
"213 (47, 111)",0.503431624,"213 (223, 433)",0.511814132,"213 (92, 480)",0.493922554,"213 (92, 480)",,"213 (92, 480)",0.00950907,,-0.008382508
"214 (425, cannon)",0.498159916,"214 (reentry, somalia)",0.503207264,"214 (colorado, answering)",0.493162618,"214 (colorado, answering)",,"214 (colorado, answering)",0.004997298,,-0.005047348
"215 (234, 123)",0.466984453,"215 (noble, 493)",0.469697232,"215 (unreliable, struggle)",0.459097373,"215 (unreliable, struggle)",,"215 (unreliable, struggle)",0.00788708,,-0.002712779
"216 (knee, kingdom)",0.524638331,"216 (204, 295)",0.528822838,"216 (walks, deeper)",0.526153567,"216 (walks, deeper)",,"216 (walks, deeper)",-0.001515236,,-0.004184507
"217 (plainly, 152)",0.516143828,"217 (copyrighted, ladies)",0.524722997,"217 (clutch, bodily)",0.512780748,"217 (clutch, bodily)",,"217 (clutch, bodily)",0.00336308,,-0.008579169
"218 (189, 227)",0.499121077,"218 (493, 189)",0.495884633,"218 (263, struggle)",0.488587092,"218 (263, struggle)",,"218 (263, struggle)",0.010533985,,0.003236444
"219 (243, 198)",0.507610767,"219 (233, 207)",0.51430506,"219 (suspension, 150)",0.498074081,"219 (suspension, 150)",,"219 (suspension, 150)",0.009536686,,-0.006694293
"21a (slmr, lpt1)",0.481970535,"21a (slmr, bc)",0.481307092,"21a (slmr, oem)",0.476670236,"21a (slmr, oem)",,"21a (slmr, oem)",0.005300299,,0.000663443
"22 (21, 11)",0.611965156,"22 (world, 12)",0.626889213,"22 (dead, 11)",0.60036465,"22 (dead, 11)",,"22 (dead, 11)",0.011600506,,-0.014924057
"220 (126, 162)",0.500699009,"220 (208, austria)",0.505874081,"220 (recording, pissed)",0.520102934,"220 (recording, pissed)",,"220 (recording, pissed)",-0.019403925,,-0.005175072
"221 (pbmplus, conversion)",0.461874504,"221 (consult, 701)",0.477261808,"221 (comprehensive, hardly)",0.480679451,"221 (comprehensive, hardly)",,"221 (comprehensive, hardly)",-0.018804947,,-0.015387304
"222 (203, xwd)",0.522003242,"222 (333, 316)",0.534581758,"222 (tactic, stole)",0.510776988,"222 (tactic, stole)",,"222 (tactic, stole)",0.011226254,,-0.012578516
"223 (232, mt)",0.496536605,"223 (493, 227)",0.507862362,"223 (champions, kansas)",0.482721817,"223 (champions, kansas)",,"223 (champions, kansas)",0.013814788,,-0.011325757
"224 (fax, 232)",0.565050613,"224 (thy, 232)",0.574576497,"224 (beats, partners)",0.568710581,"224 (beats, partners)",,"224 (beats, partners)",-0.003659968,,-0.009525884
"225 (139, 143)",0.634681987,"225 (element, stations)",0.63754528,"225 (consideration, tons)",0.613958198,"225 (consideration, tons)",,"225 (consideration, tons)",0.020723789,,-0.002863293
"226 (211, 41)",0.484526368,"226 (272, macworld)",0.498407117,"226 (turkeys, 184)",0.491869218,"226 (turkeys, 184)",,"226 (turkeys, 184)",-0.00734285,,-0.013880749
"227 (117, 218)",0.490988058,"227 (223, 193)",0.502197136,"227 (163, 190)",0.501415347,"227 (163, 190)",,"227 (163, 190)",-0.010427289,,-0.011209078
"23 (29, 11)",0.508623154,"23 (inc, directories)",0.523148985,"23 (350, comparing)",0.499984681,"23 (350, comparing)",,"23 (350, comparing)",0.008638473,,-0.014525831
"230 (160, 198)",0.491435035,"230 (drew, abc)",0.502180739,"230 (moreover, whos)",0.465297207,"230 (moreover, whos)",,"230 (moreover, whos)",0.026137828,,-0.010745704
"232 (224, 223)",0.479835408,"232 (714, 224)",0.484810088,"232 (cent, camps)",0.480227946,"232 (cent, camps)",,"232 (cent, camps)",-0.000392538,,-0.00497468
"233 (108, 243)",0.514245532,"233 (168, 219)",0.517513133,"233 (deposited, dominated)",0.519162186,"233 (deposited, dominated)",,"233 (deposited, dominated)",-0.004916654,,-0.003267601
"234 (messiah, 156)",0.530569518,"234 (capitals, 158)",0.540378,"234 (162, 169)",0.484997149,"234 (162, 169)",,"234 (162, 169)",0.045572369,,-0.009808482
"235 (120, 0)",0.50005005,"235 (difficulties, orders)",0.494363021,"235 (189, buffalo)",0.474776772,"235 (189, buffalo)",,"235 (189, buffalo)",0.025273278,,0.005687029
"238 (276, 369)",0.548577146,"238 (rapidly, realise)",0.561369576,"238 (393, licence)",0.520403821,"238 (393, licence)",,"238 (393, licence)",0.028173325,,-0.01279243
"24 (16, 13)",0.516517238,"24 (41, iv)",0.529372965,"24 (input, 48)",0.505727807,"24 (input, 48)",,"24 (input, 48)",0.010789431,,-0.012855727
"240 (gaps, 198)",0.494830875,"240 (difficulties, 204)",0.500007919,"240 (initial, battle)",0.496253337,"240 (initial, battle)",,"240 (initial, battle)",-0.001422462,,-0.005177044
"2400 (baud, 9600)",0.441734709,"2400 (baud, fifth)",0.448866954,"2400 (bogus, twenty)",0.422953122,"2400 (bogus, twenty)",,"2400 (bogus, twenty)",0.018781587,,-0.007132245
"242 (duke, dayton)",0.479941929,"242 (288, 180)",0.486065003,"242 (214, lamp)",0.474131376,"242 (214, lamp)",,"242 (214, lamp)",0.005810553,,-0.006123074
"243 (108, 158)",0.719712574,"243 (176, 347)",0.733914184,"243 (184, calendar)",0.736321258,"243 (184, calendar)",,"243 (184, calendar)",-0.016608684,,-0.01420161
"244 (302, majesty)",0.541662722,"244 (288, hewlettpackard)",0.55080365,"244 (knee, daryl)",0.548301096,"244 (knee, daryl)",,"244 (knee, daryl)",-0.006638374,,-0.009140928
"245 (234, 357)",0.49381287,"245 (347, 348)",0.510624782,"245 (sustain, knee)",0.495373384,"245 (sustain, knee)",,"245 (sustain, knee)",-0.001560514,,-0.016811912
"246 (bagged, 52)",0.552206009,"246 (366, bagged)",0.549617012,"246 (347, 366)",0.509835933,"246 (347, 366)",,"246 (347, 366)",0.042370076,,0.002588997
"248 (isa, ulf)",0.543759055,"248 (lucifer, 345)",0.553220676,"248 (1250, 246)",0.504107974,"248 (1250, 246)",,"248 (1250, 246)",0.039651081,,-0.009461621
"249 (278, 716)",0.58113055,"249 (referred, agree)",0.596970579,"249 (26, 58)",0.609914435,"249 (26, 58)",,"249 (26, 58)",-0.028783885,,-0.015840029
"24bit (palette, hicolor)",0.462669247,"24bit (grayscale, insured)",0.474819322,"24bit (readme, floppies)",0.447177983,"24bit (readme, floppies)",,"24bit (readme, floppies)",0.015491264,,-0.012150075
"24th (deputy, corpses)",0.465276292,"24th (fundamentalists, archives)",0.475761419,"24th (scheduled, launch)",0.457884258,"24th (scheduled, launch)",,"24th (scheduled, launch)",0.007392034,,-0.010485127
"24x (speedstar, painless)",0.501840565,"24x (speedstar, kernel)",0.51615159,"24x (speedstar, tsr)",0.509563193,"24x (speedstar, tsr)",,"24x (speedstar, tsr)",-0.007722628,,-0.014311025
"25 (10, 14)",0.523206907,"25 (12, 16)",0.530793259,"25 (30, major)",0.487897435,"25 (30, major)",,"25 (30, major)",0.035309472,,-0.007586352
"250 (200, 100)",0.599111387,"250 (interests, solid)",0.599400366,"250 (responsible, cables)",0.530860422,"250 (responsible, cables)",,"250 (responsible, cables)",0.068250965,,-0.000288979
